Segment,Customer,Doc No,Line No,K1,K2,K3,K4,Shade,Ord. Qty,Sub Segment,Season,Style,Merchant,PO No.,Rate,Cops No,Cops Ln,K5,K6,K7,Dispatched,Bal to Dispatch,FSC Commit Date,Q1,Q2,Q3,Q4,Q5,Q6,WIP Status,Mktg Remark for FSCM,Mktg Remark for Internal,FPT,Airway Bill No,PreShip Dt1,PreShip Dt2,Doc Date,DO No.,Sch Plant I/p Dt,CostCenter,Loom Start Dt.,Export/Domestic,YD/PD,Closed DB2,CV STK,A/H Name,Multiple Del Date,Bal To Issue AT1,Packed In AT1,Last Packing Date,Last Q1/Q5 Date,Q7,Last Dispatch Date,Bal To Issue AT2,Packed In AT2,Last Packing Date AT2,Last Q1/Q5 Date AT2,Q1 AT2,Q2 AT2,Q3 AT2,Q4 AT2,Q5 AT2,Q6 AT2,Q7 AT2,Dispatched From AT2,WIP Status AT2,Greige Stock Baddi,Greige Stock Budhni,Greige K1,Greige Construction,Finish Construction,Actual Planning Month,RGEDOD,Input Date AT1,Input Date AT2,Running Looms,Delay Del Date Greige,Delay Del Date At1,Delay Date AT2,Lab Ref No,Strike Off No,Dispatch In Same SO,Dispatch In Other SO,Close Tag Marketing,Order Creation Date,Delay in Days,Budget Remark,BCI Tracer Account,Pref Factory,Weaving Plant,AT1 P/O Date,AT2 P/O Date,Commulative Order Qty,Labdip Option No,Strike-Off Option No,Preschepment Docket No,Light Source,Exec Remark,PPC Comment,Committed Dely Date,CR Date,Revised CR Date,PO No AT1,PO No AT2,Item Type,Closed By,Closed On,Closed Remark,Invoice No,Invoice Qty,Approved & Non Approved,End Use,Supply chain Feasibility comments,QUERY CONF DATE,Original Order Quantity,Grey Allocation Start Dt,Order Partner,Terms of Delivery,Terms of Shipping,HEAD ENDS,FINISH WIDTH,GREY COST,PROCESS COST,OTHER COST,PBIT,Dyed Yarn 1st Creel Disp Date,Dyed Yarn Disp Completion Date,Dyeing Req Date,DL Appr Status,Export Invoice No,Weave Comment,Dispatch Tolerance,Fabric XYZ Consumption,Fabric Risk,Rev Fabric Risk,QA Comments 1
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000412,41,A140A871,BAMMSJ,S21005,HH01,FW23AESLP-M1005_ATwin Stripe,1486.0,Amazon,,mens underwear,,,2.73,S85_S85-22000412,41.0,CT-SF,RYD0000000,,0,1486.81,,0,0,0,0,0,3,,,,Yes,,2022-12-04 00:00:00,,2022-10-10 00:00:00,RM.0722.0045,2022-12-06 00:00:00,,,EXPORT,YD,0.0,,Gautam Joshi,1486-10/12/2022,0.0,0.0,2022-12-04 00:00:00,,0.0,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,A140A871BAMMS,40COM*40COM-112*62-169-PLAIN,,2022-12-01 00:00:00,2022-12-05 00:00:00,,,0,,,,,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-29 00:00:00,,0,,,,D-65,,,,,,F0X0048414,,BYF,,,,,0.0,,Men’s Bottoms,,,1626.0,,151204.0,CNF,RD,50 cm after invoice,151.0,118.81,21.21,0,73.04,2022-11-15,2022-11-15,2022-11-05,Appd,,dyed yarn date 18 Nov,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000412,31,A140A871,BAMMSJ,S21003,HH01,FW23AESLP-M1003-A Even Stripe,2972.0,Amazon,,mens underwear,,,2.73,S85_S85-22000412,31.0,CT-SF,RYD0000000,,0,2972.71,,,,,,,,,,,Yes,,2022-12-06 00:00:00,,2022-10-10 00:00:00,RM.0522.0223.A,2022-12-16 00:00:00,,,EXPORT,YD,0.0,,Gautam Joshi,2972-20/12/2022,0.0,0.0,2022-12-06 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,A140A871BAMMS,40COM*40COM-112*62-169-PLAIN,,2022-12-01 00:00:00,2022-12-15 00:00:00,,,0,,,,,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-12-02 00:00:00,,0,,,,D-65,,,,,,F0X0048473,,BYF,,,,,0.0,,Men’s Bottoms,,,3251.0,,151204.0,CNF,RD,50 cm after invoice,151.0,118.81,21.21,0,73.04,2022-11-20,2022-11-20,2022-11-05,Appd,,dyed yarn date 21 Nov,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000412,21,A140A871,BLMMSJ,C44001,HH01,FW23AEP-M1036_ATartan Plaid,2685.0,Amazon,,mens underwear,,,2.73,S85_S85-22000412,21.0,CT-SF,RYD0000000,,0,2685.59,,,,,,,,,,,Yes,,2022-12-04 00:00:00,,2022-10-10 00:00:00,RM.0522.0222,2022-12-16 00:00:00,,,EXPORT,YD,0.0,,Gautam Joshi,2685-20/12/2022,0.0,0.0,2022-12-03 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,A140A871BLMMS,40COM*40COM-112*62-169-PLAIN,,2022-12-01 00:00:00,2022-12-15 00:00:00,,,0,,,,,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-30 00:00:00,,0,,,,D-65,,,,,,F0X0048437,,BYF,,,,,0.0,,Men’s Bottoms,,,2937.0,,151204.0,CNF,RD,50 cm after invoice,151.0,118.81,21.21,0,73.04,2022-11-19,2022-11-19,2022-11-05,Appd,,dyed yarn date 20 Nov,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000412,11,A140A871,BLMMSJ,S21004,HH01,FW23AEP-M1034_A Pinstripe,2685.0,Amazon,,mens underwear,,,2.73,S85_S85-22000412,11.0,CT-SF,RYD0000000,,0,2685.59,,,,,,,,,,,Yes,,2022-12-10 00:00:00,,2022-10-10 00:00:00,RM.0522.0225.A,2022-12-16 00:00:00,,,EXPORT,YD,0.0,,Gautam Joshi,2685-08/12/2022,0.0,0.0,2022-12-10 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,A140A871BLMMS,40COM*40COM-112*62-169-PLAIN,,2022-12-01 00:00:00,2022-12-15 00:00:00,,,0,,,,,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-12-03 00:00:00,,0,,,,D-65,,,,,,F0X0048485,,BYF,,,,,0.0,,Men’s Bottoms,,,2937.0,,151204.0,CNF,RD,50 cm after invoice,151.0,118.81,21.21,0,73.04,2022-11-23,2022-11-23,2022-11-05,Appd,,dyed yarn date 22 Nov,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000412,1,A140A871,BLMMSJ,C55002,HH01,FW23AEP-M1032_A Check Plaid,2362.0,Amazon,,mens underwear,,,2.73,S85_S85-22000412,1.0,CT-SF,RYD0000000,,0,2362.81,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-10 00:00:00,RM.0522.0221,2022-12-06 00:00:00,,,EXPORT,YD,0.0,,Gautam Joshi,2362-10/12/2022,0.0,0.0,2022-12-05 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,A140A871BLMMS,40COM*40COM-112*62-169-PLAIN,,2022-12-01 00:00:00,2022-12-05 00:00:00,,,0,,,,,,0.0,0.0,Unchecked,2022-10-10 00:00:00,,,,Baddi,,2022-11-29 00:00:00,,0,,,,D-65,,,,,,F0X0048413,,BYF,,,,,0.0,,Men’s Bottoms,,,2584.0,,151204.0,CNF,RD,50 cm after invoice,151.0,118.81,21.21,0,73.04,2022-11-19,2022-11-19,2022-11-05,Appd,,dyed yarn date 19 Nov,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000410,40,140371,BAMMBJ,CT-NF,AS00000000,FW23AEP-M1026_C Ditsy,370.0,Amazon,,mens underwear,,,2.8,S85_S85-22000410,40.0,,,,0,370.0,,,,,,,,,,,Yes,,2022-11-20 00:00:00,,2022-10-08 00:00:00,140371 BAMMBJ,,,,EXPORT,RD,0.0,,Gautam Joshi,370-22/11/2022,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,,,,,0,,,,,,0.0,0.0,Unchecked,2022-12-10 00:00:00,,,,,,,,0,,,,D-65,,,,,,,,BPF,,,,,0.0,,Men’s Bottoms,,,370.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,72.0,0,71.75,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000410,30,140371,BAMMBJ,CT+NF,8000243494,FW23AEP-M1035_A Mini Geo,2685.0,Amazon,,mens underwear,,,3.06,S85_S85-22000410,30.0,CT+DA,G000750G01,DW8HE00895,0,2685.59,,,,,,,,,,,Yes,,2022-11-23 00:00:00,2022-12-06 00:00:00,2022-10-08 00:00:00,140371 BAMMBJ,2022-11-01 00:00:00,,2022-10-25 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,2685-26/11/2022,0.0,0.0,2022-11-24 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-11-01 00:00:00,2022-11-16 00:00:00,,2022-11-12,0,,,,766/05/22,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-06 00:00:00,2022-11-12 00:00:00,0,,1,,D-65,,,,,,F0P0025510,P0X0004584,BPR,,,,,0.0,Approved,Men’s Bottoms,,,2937.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,72.0,0,71.75,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000410,20,140371,BAMMBJ,CT+NF,000000000P,FW23AEP-M1032_A Arrow Geo,2362.0,Amazon,,mens underwear,,,3.06,S85_S85-22000410,20.0,CT+DA,G000751D01,P8HE000894,0,2362.81,,,,,,,,,,,Yes,,2022-11-17 00:00:00,,2022-10-08 00:00:00,140371 BAMMBJ,2022-11-01 00:00:00,,2022-10-25 00:00:00,EXPORT,FB,0.0,,Gautam Joshi,2362-24/11/2022,0.0,0.0,2022-11-21 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-11-01 00:00:00,2022-11-16 00:00:00,,2022-11-08,0,,,,,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-06 00:00:00,2022-11-08 00:00:00,0,,1,,D-65,,,,,,F0P0025509,P0X0004577,BPR,,,,,0.0,,Men’s Bottoms,,,2584.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,72.0,0,71.75,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000410,10,140371,BAMMBJ,CT+NF,RFP0000000,FW23AEP-M1026_C Ditsy,2362.0,Amazon,,mens underwear,,,3.06,S85_S85-22000410,10.0,CT+DA,G000749H04,R3HE000893,0,2362.81,,,,,,,,,,,Yes,,2022-11-20 00:00:00,,2022-10-08 00:00:00,140371 BAMMBJ,2022-11-01 00:00:00,,2022-10-25 00:00:00,EXPORT,RD,0.0,,Gautam Joshi,2362-24/11/2022,0.0,0.0,2022-12-17 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-11-01 00:00:00,2022-11-16 00:00:00,,2022-11-08,0,,,,,,0.0,0.0,Unchecked,2022-10-08 00:00:00,,,,Baddi,,2022-12-10 00:00:00,2022-12-13 00:00:00,0,,1,,D-65,,,,,,"F0P0025508,FSP0001318",P0S0001096,BPR,,,,,0.0,,Men’s Bottoms,,,2584.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,72.0,0,71.75,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000409,50,140371,BAMMBJ,CT-SF,8000243504,Navy Blazer 19-3923 TCX,2685.0,Amazon,,mens underwear,,,2.43,S85_S85-22000409,50.0,,,,0,2685.59,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-08 00:00:00,,2022-11-23 00:00:00,,2022-10-25 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,2685-06/12/2022,0.0,0.0,2022-11-29 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-11-01 00:00:00,2022-11-22 00:00:00,,,0,,,,722/05/22,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-25 00:00:00,,0,,,,D-65,,,,,,F0X0048334,,BPF,,,,,0.0,Approved,Men’s Bottoms,,,2937.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,37.28,0,56.06,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000409,40,140371,BAMMBJ,CT-SF,8000036751,Chambray Blue-15-4030 TCX,5656.0,Amazon,,mens underwear,,,2.43,S85_S85-22000409,40.0,,,,0,5656.48,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-08 00:00:00,,2022-12-01 00:00:00,,2022-10-25 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,5656-06/12/2022,0.0,0.0,2022-12-01 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-12-01 00:00:00,2022-11-22 00:00:00,,,0,,,,724/05/22,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-26 00:00:00,,0,,,,D-65,,,,,,F0X0048353,,BPF,,,,,0.0,Approved,Men’s Bottoms,,,6186.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,37.28,0,56.06,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000409,30,140371,BAMMBJ,CT-SF,9942,White 11-0601 TCX,7296.0,Amazon,,mens underwear,,,2.43,S85_S85-22000409,30.0,,,,0,7296.0,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-08 00:00:00,,2022-12-01 00:00:00,,2022-10-25 00:00:00,EXPORT,FB,0.0,,Gautam Joshi,7296-06/12/2022,0.0,0.0,2022-12-02 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-12-01 00:00:00,2022-11-22 00:00:00,,,0,,,,723/05/22,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-28 00:00:00,,0,,,,D-65,,,,,,F0X0048392,,BPF,,,,,0.0,,Men’s Bottoms,,,7979.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,37.28,0,56.06,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000409,20,140371,BAMMBJ,CT-SF,5000082311,Orchid Hush 13-3805 TCX,2362.0,Amazon,,mens underwear,,,2.43,S85_S85-22000409,20.0,,,,0,2362.81,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-08 00:00:00,,2022-12-01 00:00:00,,2022-10-25 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,2362-06/12/2022,0.0,0.0,2022-11-29 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-12-01 00:00:00,2022-11-22 00:00:00,,,0,,,,720/05/22,,0.0,0.0,Unchecked,2022-11-03 00:00:00,,,,Baddi,,2022-11-26 00:00:00,,0,,,,D-65,,,,,,F0X0048354,,BPF,,,,,0.0,Approved,Men’s Bottoms,,,2584.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,37.28,0,56.06,,,,,,,,,,,
RMGE,BRANDIX CASUALWEAR BANGALDESH LTD,BLS85_S85-22000409,10,140371,BAMMBJ,CT-SF,7000015721,Glacier Gray 14-4102 TCX,2362.0,Amazon,,mens underwear,,,2.43,S85_S85-22000409,10.0,,,,0,2362.81,,,,,,,,,,,Yes,,2022-12-03 00:00:00,,2022-10-08 00:00:00,,2022-12-01 00:00:00,,2022-10-25 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,2362-06/12/2022,0.0,0.0,2022-12-01 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140371BAMMB,40COM*40COM-118*64-161-PLAIN,,2022-12-01 00:00:00,2022-11-22 00:00:00,,,0,2022-11-25 00:00:00,,,237/08/22,,0.0,0.0,Unchecked,2022-10-08 00:00:00,,,,Baddi,,2022-11-26 00:00:00,,0,,,,D-65,,,,,,F0X0048355,,BPF,,,,,0.0,Approved,Men’s Bottoms,,,2584.0,,151204.0,CNF,RD,50 cm after invoice,148.0,95.71,37.28,0,56.06,,,,,,,,,,,
RMGE,STERLING DESIGNS LTD,BLS85_S85-22000398,30,A116A661,BDKC,ST-PCH,7100116197,Gravel-039,192938.0,CARHARTT,Fall 2023,,Uttam,,3.94,S85_S85-22000398,30.0,,,,192017.21,921.19,,,,,,,,,,,YES,,,,2022-10-04 00:00:00,,2022-11-11 00:00:00,,2023-01-05 00:00:00,EXPORT,PD,0.0,,Gurpreet Singh,18999-21/10/2022 19999-22/10/2022 29999-27/10/2022 29999-01/11/2022 29999-06/11/2022 29999-11/11/2022 33940-16/11/2022,0.0,0.0,2022-12-02 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,-0.5,A116A661BDKC,16K*14C.SPX(70D)-91*60-179-2/2 MATT-$,,2022-10-01 00:00:00,2022-10-06 00:00:00,,,0,,2022-11-29 00:00:00,,,,0.0,0.0,Unchecked,2022-10-04 00:00:00,,,,Budhni,,2022-10-07 00:00:00,,0,,,,D-65,,,,,,"F0X0047636,FRP0026684,FSN0001579,F0X0047814,FRP0026722,F0X0047547,FHM0002527,FHM0002526,F0X0047635,F0X0047867,F0X0047813,F0X0047478,F0X0047477,F0X0047634,F0X0047546,FRP0026811,FRP0026771,F0X0047548,FRP0026870,F0X0047723,F0X0047491,F0X0047724,F0X0047722,F0X0047492,F0X0047866",,BPF,,,,,0.0,Approved,Men’s Bottoms,,,211000.0,,152266.0,CPT,RD,,150.0,200.44,82.0,0,10.95,,,,,"CPA220000776,CPA220000653,CPA220000719,CPA220000659,CPA220000720,CPA220000644,CPA220000633",released on 6-Oct as per mail,,,,,As per QTX
RMGE,STERLING DESIGNS LTD,BLS85_S85-22000398,20,A116A661,BDKC,ST-PCH,7100113109,Shadow-029,11704.0,CARHARTT,Fall 2023,,Uttam,,3.94,S85_S85-22000398,20.0,,,,11690.86,13.46,,,,,,,,,,,YES,,,,2022-10-04 00:00:00,,2022-10-15 00:00:00,,2022-10-06 00:00:00,EXPORT,PD,1.0,,Gurpreet Singh,11704-22/10/2022,0.0,0.0,2022-10-21 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,85106.1,A116A661BDKCD,16K*14C.SPX(70D)-91*60-179-2/2 MATT-$,,2022-10-01 00:00:00,2022-10-14 00:00:00,,,16,,2022-10-20 00:00:00,,,,0.0,0.0,Unchecked,2022-10-04 00:00:00,,,,Budhni,,2022-10-08 00:00:00,,0,,,,D-65,,,,,,F0X0047488,,BPF,,,,,0.0,Approved,Men’s Bottoms,,,12800.0,,152266.0,CPT,RD,,150.0,200.44,82.0,0,10.95,,,,,"CPA220000653,CPA220000659,CPA220000720,CPA220000633,CPA220000719,CPA220000776,CPA220000644",released on 6-Oct as per mail,,,,,As per QTX
RMGE,STERLING DESIGNS LTD,BLS85_S85-22000398,10,A116A661,BDKC,ST-PCH,6100231627,Hickory-918,23225.0,CARHARTT,Fall 2023,,Uttam,,3.94,S85_S85-22000398,10.0,,,,23210.93,14.83,,,,,,,,,,,YES,,,,2022-10-04 00:00:00,,2022-10-10 00:00:00,,2022-09-30 00:00:00,EXPORT,PD,1.0,,Gurpreet Singh,23225-22/10/2022,0.0,0.0,2022-11-01 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,85106.1,A116A661BDKCD,16K*14C.SPX(70D)-91*60-179-2/2 MATT-$,,2022-10-01 00:00:00,2022-10-09 00:00:00,,,16,,2022-10-27 00:00:00,,,,0.0,0.0,Unchecked,2022-10-04 00:00:00,,,,Budhni,,2022-10-15 00:00:00,,0,,,,D-65,,,,,,"FRP0026615,F0X0047487,FRP0026662,F0R0000682,F0X0047486,FRP0026627",,BPF,,,,,0.0,Approved,Men’s Bottoms,,,25400.0,,152266.0,CPT,RD,,150.0,200.44,82.0,0,10.95,,,,,"CPA220000659,CPA220000633,CPA220000720,CPA220000653,CPA220000719,CPA220000776,CPA220000644",,,,,,As per QTX
RMGE,VOGUE TEX PVT LTD.,BLS85_S85-22000356,40,A140E036,BAMKBW4J,ST-PAB,9808,11-0601 TCX Bright White,9912.0,563-Amazon,FW23,FDR-7606AEW30300F23A,ASHINI,,2.92,S85_S85-22000356,40.0,,,,9240.97,671.13,,,,,,,,,,,Yes,,2022-11-01 00:00:00,,2022-09-06 00:00:00,A140E036 HMK1-CCY &,2022-10-22 00:00:00,,2022-10-05 00:00:00,EXPORT,FB,0.0,,Gautam Joshi,9912-06/11/2022,0.0,0.0,2022-11-08 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,2265.0,0.0,A140E036BAMKBW4,40COM*16K Spx 40D-92*50-182.83-OXFORD,,2022-10-01 00:00:00,2022-10-28 00:00:00,,,0,,,,598/06/22,,0.0,0.0,Unchecked,2022-09-13 00:00:00,,,,Baddi,,2022-10-23 00:00:00,,0,,,,D-65,,,,,,F0X0047766,,BPF,,,,,0.0,,Women's Tops,,,10840.0,,150531.0,FBR,RD,,133.0,126.24,58.75,0,43.01,,,,,CPD220000741,relase 13th sep-Yarn date 25 sept,,,,,
RMGE,VOGUE TEX PVT LTD.,BLS85_S85-22000356,30,A140E036,BAMKBW4J,ST-PAB,8000241734,19-3923 TCX Navy Blazer,4681.0,563-Amazon,FW23,FDR-7606AEW30300F23A,ASHINI,,2.92,S85_S85-22000356,30.0,,,,4284.99,396.74,,,,,,,,,,,Yes,,2022-11-09 00:00:00,,2022-09-06 00:00:00,A140E036 HMK1-CCY &,2022-10-25 00:00:00,,2022-10-05 00:00:00,EXPORT,PD,0.0,,Gautam Joshi,4681-08/11/2022,0.0,0.0,2022-11-07 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,2265.0,0.0,A140E036BAMKBW4,40COM*16K Spx 40D-92*50-182.83-OXFORD,,2022-10-01 00:00:00,2022-10-28 00:00:00,,,0,,,,377/08/22,,0.0,0.0,Unchecked,2022-09-13 00:00:00,,,,Baddi,,2022-10-21 00:00:00,,0,,,,D-65,,,,,,F0X0047716,,BPF,,,,,0.0,Approved,Women's Tops,,,5120.0,,150531.0,FBR,RD,,133.0,126.24,58.75,0,43.01,,,,,CPD220000741,relase 13th sep-Yarn date 25 sept,,,,,
RMGE,VOGUE TEX PVT LTD.,BLS85_S85-22000356,20,A140E036,BAMKBW4J,ST-PAB,9000052514,19-3911 TCX Black Beauty,4270.0,563-Amazon,FW23,FDR-7606AEW30300F23A,ASHINI,,2.92,S85_S85-22000356,20.0,,,,4228.49,41.76,,,,,,,,,,,Yes,,2022-11-01 00:00:00,,2022-09-06 00:00:00,A140E036 HMK1-CCY &,2022-10-25 00:00:00,,2022-10-05 00:00:00,EXPORT,PD,1.0,,Gautam Joshi,4270-28/10/2022,0.0,0.0,2022-11-02 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,2265.0,0.0,A140E036BAMKBW4,40COM*16K Spx 40D-92*50-182.83-OXFORD,,2022-10-01 00:00:00,2022-10-28 00:00:00,,,0,,,,376/08/22,,0.0,0.0,Unchecked,2022-09-13 00:00:00,,,,Baddi,,2022-10-12 00:00:00,,0,,,,D-65,,,,,,"FRP0026786,FQT0000470",,BPF,,,,,0.0,Approved,Women's Tops,,,4670.0,,150531.0,FBR,RD,,133.0,126.24,58.75,0,43.01,,,,,CPD220000741,relase 13th sep-Yarn date 25 sept,,,,,
RMGE,REFAT GARMENTS LTD,BLS85_S85-22000354,40,A120B848,BDCKDW4J,ST-SF,6200244668,Dark Wheat D02,365.0,VF(Timberland),,,,,3.98,S85_S85-22000354,40.0,,,,365,0.76,,,,,,,,,,,,,,,2022-09-02 00:00:00,,,,,EXPORT,0,0.0,,Rohit Mittal,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,A120B848BDCKDW4J*,,,,,,,,,,,,,0.0,0.0,Unchecked,2023-01-16 00:00:00,,,,,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,,,,,400.0,,150774.0,CIF,RD,,0.0,0.0,0.0,0,0.0,,,,,"CPA220000688,CPA220000709,QPF220000024",,,,,,COM100006709
RMGE,REFAT GARMENTS LTD,BLS85_S85-22000354,30,A120B848,BDCKDW4J,ST-SF,7200121609,Asphalt BS5,182.0,VF(Timberland),,,,,3.98,S85_S85-22000354,30.0,,,,182.3,0.58,,,,,,,,,,,,,,,2022-09-02 00:00:00,,,,,EXPORT,0,0.0,,Rohit Mittal,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,A120B848BDCKDW4J*,,,,,,,,,,,,,0.0,0.0,Unchecked,2023-01-16 00:00:00,,,,,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,,,,,200.0,,150774.0,CIF,RD,,0.0,0.0,0.0,0,0.0,,,,,"QPF220000024,CPA220000709,CPA220000688",,,,,,COM100006709
RMGE,REFAT GARMENTS LTD,BLS85_S85-22000354,20,A120B848,BDCKDW4J,ST-SF,7200121609,Asphalt BS5,3268.0,VF(Timberland),SS23,,Ishaq,,3.98,S85_S85-22000354,20.0,,,,3101.59,167.39,,,,,,,,,,,Yes,,,,2022-09-02 00:00:00,"A120B848BDCKDW4%J,No",2022-10-06 00:00:00,,2022-09-24 00:00:00,EXPORT,PD,0.0,,Rohit Mittal,3268-17/10/2022,0.0,0.0,2022-11-10 00:00:00,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,-1039.1,A120B848BDCKDW4,20C*16K SPX(70D)-81*58-188-RIBSTOP-$,,2022-10-01 00:00:00,2022-10-05 00:00:00,,,0,,2022-11-10 00:00:00,,2209037,,0.0,0.0,Unchecked,2022-09-26 00:00:00,,,,Budhni,,2022-10-04 00:00:00,,0,,,,D-65,,,,,,"F0X0047415,F0S0017190",,BPF,,,,,0.0,Approved,Men’s Bottoms,,,3575.0,,150774.0,CIF,RD,,148.0,175.31,61.96,0,67.81,,,,,"CPA220000709,CPA220000688,QPF220000024",crok /  k1 Punched on 06-Sep-22,,,,,
