Segment,Customer,Doc No,Line No,K1,K2,K3,K4,Shade,Ord. Qty,Sub Segment,Season,Style,Merchant,PO No.,Rate,Cops No,Cops Ln,K5,K6,K7,Dispatched,Bal to Dispatch,FSC Commit Date,Q1,Q2,Q3,Q4,Q5,Q6,WIP Status,Mktg Remark for FSCM,Mktg Remark for Internal,FPT,Airway Bill No,PreShip Dt1,PreShip Dt2,Doc Date,DO No.,Sch Plant I/p Dt,CostCenter,Loom Start Dt.,Export/Domestic,YD/PD,Closed DB2,CV STK,A/H Name,Multiple Del Date,Bal To Issue AT1,Packed In AT1,Last Packing Date,Last Q1/Q5 Date,Q7,Last Dispatch Date,Bal To Issue AT2,Packed In AT2,Last Packing Date AT2,Last Q1/Q5 Date AT2,Q1 AT2,Q2 AT2,Q3 AT2,Q4 AT2,Q5 AT2,Q6 AT2,Q7 AT2,Dispatched From AT2,WIP Status AT2,Greige Stock Baddi,Greige Stock Budhni,Greige K1,Greige Construction,Finish Construction,Actual Planning Month,RGEDOD,Input Date AT1,Input Date AT2,Running Looms,Delay Del Date Greige,Delay Del Date At1,Delay Date AT2,Lab Ref No,Strike Off No,Dispatch In Same SO,Dispatch In Other SO,Close Tag Marketing,Order Creation Date,Delay in Days,Budget Remark,BCI Tracer Account,Pref Factory,Weaving Plant,AT1 P/O Date,AT2 P/O Date,Commulative Order Qty,Labdip Option No,Strike-Off Option No,Preschepment Docket No,Light Source,Exec Remark,PPC Comment,Committed Dely Date,CR Date,Revised CR Date,PO No AT1,PO No AT2,Item Type,Closed By,Closed On,Closed Remark,Invoice No,Invoice Qty,Approved & Non Approved,End Use,Supply chain Feasibility comments,QUERY CONF DATE,Original Order Quantity,Grey Allocation Start Dt,Order Partner,Terms of Delivery,Terms of Shipping,HEAD ENDS,FINISH WIDTH,GREY COST,PROCESS COST,OTHER COST,PBIT,Dyed Yarn 1st Creel Disp Date,Dyed Yarn Disp Completion Date,Dyeing Req Date,DL Appr Status,Export Invoice No,Weave Comment,Dispatch Tolerance,Fabric XYZ Consumption,Fabric Risk,Rev Fabric Risk,QA Comments 1
RMGE,FORMAL CLOTHING COMPANY,BLTIM_026141,30,150R75,BA,S21001,HH01,PRG16198-A,1000.0,,,,POOJA,,149.0,TIM_026141,30.0,CT-ZF,RYD0000000,,1021,-21.0,,,,,,,,,,,,,2013-05-08 00:00:00,,2013-03-14 00:00:00,,2013-05-25 00:00:00,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,150R75BA,50COM*60COM-164*80-160-PLAIN                      ,,2013-05-01 00:00:00,2013-05-05 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-30 00:00:00,,,,Baddi,,2013-05-03 00:00:00,,0,,,,D65,,,,,,F010002667,,BYF,,,,,0.0,,,,,0.0,,103301.0,EXW,RD,,148.0,105.5,19.0,2.07,11.43,,,,,,DL Approval Rcvd on 21 March..50 Com GM by Greige Yarn Date 12 April,,,,,
RMGE,FORMAL CLOTHING COMPANY,BLTIM_026141,20,150R75,BA,C44002,HH02,PG-4850-B FCC588,1000.0,,,,POOJA,,149.0,TIM_026141,20.0,CT-ZF,RYD0000000,,1030.04,-30.04,,,,,,,,,,,,,2013-05-10 00:00:00,,2013-03-14 00:00:00,,2013-05-17 00:00:00,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,150R75BA,50COM*60COM-164*80-160-PLAIN                      ,,2013-05-01 00:00:00,2013-04-25 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-30 00:00:00,,,,Baddi,,2013-05-08 00:00:00,,0,,,,D65,,,,,,F010002945,,BYF,,,,,0.0,,,,,0.0,,103301.0,EXW,RD,,148.0,105.5,19.0,2.07,11.43,,,,,,50 Com GM 64 Greige yarn date 10 April,,,,,
RMGE,SHAH CREATION,BLTIM_026132,30,120H19,BAK,ST-PF,9999999999,BLACK(ANY BLACK),950.0,,,,NIMISH/PARAG,,161.0,TIM_026132,30.0,,,,980,-30.0,,,,,,,,,,,,,2013-04-10 00:00:00,,2013-03-14 00:00:00,,2013-04-01 00:00:00,,2013-05-28 00:00:00,DOMESTIC,PD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,120H19BAK,"UPDATION REQ.20OE*16K.SPX-108*56-176.3-3/1,S TWILL",,2013-04-01 00:00:00,2012-12-29 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-03 00:00:00,,0,,,,0,,,,,,F010000596,,BPF,,,,,0.0,Approved,,,,0.0,,102551.0,EXW,RD,,148.0,100.0,40.0,1.5,17.5,,,,,,,,,,,
RMGE,SHAH CREATION,BLTIM_026132,20,120H19,BAK,ST-PF,8000006644,Navy (19-4027tcx),950.0,,,,NIMISH/PARAG,,161.0,TIM_026132,20.0,,,,950.01,-0.01,,,,,,,,,,,,,2013-04-25 00:00:00,,2013-03-14 00:00:00,,2013-04-01 00:00:00,,2013-05-28 00:00:00,DOMESTIC,PD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,120H19BAK,"UPDATION REQ.20OE*16K.SPX-108*56-176.3-3/1,S TWILL",,2013-04-01 00:00:00,2012-12-29 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-13 00:00:00,,0,,,,0,,,,,,"F010001612,F010001283",,BPF,,,,,0.0,Approved,,,,0.0,,102551.0,EXW,RD,,148.0,100.0,40.0,1.5,17.5,,,,,,,,,,,
RMGE,EVOLV CLOTHING COMPANY PVT LTD,BLTIM_026121,50,140B49,BA,CT-ST,RFD0000000,RFD,500.0,,,,JANAKAI/USHA/CHANDRA,,1.0,TIM_026121,50.0,,,,0,500.0,,,,,,,,,,,,,2013-04-06 00:00:00,,2013-03-13 00:00:00,,,,2013-06-28 00:00:00,DOMESTIC,RD,0.0,,,500-30/07/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140B49BACC,TBC-40C*40C-118*72-161.8-PLAIN,,,2013-11-05 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-06-26 00:00:00,,,,,,2013-06-27 00:00:00,,0,,,,0,,,,,,F0S0000322,,BPF,,,,,0.0,,,,,500.0,,100203.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,EVOLV CLOTHING COMPANY PVT LTD,BLTIM_026121,40,140B49,BA,CT-SF,0,WHITE,1000.0,,,,JANAKAI/USHA/CHANDRA,,87.0,TIM_026121,40.0,,,,1006.01,-6.01,,,,,,,,,,,,,2013-04-06 00:00:00,,2013-03-13 00:00:00,,2013-07-01 00:00:00,,2013-04-10 00:00:00,DOMESTIC,FB,1.0,,,1000-30/07/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140B49BAB,TBC-40COM*40COM-118*72-161.8-PLAIN,,2013-07-01 00:00:00,2013-12-09 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-06-18 00:00:00,,,,Baddi,,2013-07-04 00:00:00,,0,,,,0,,,,,,F010007597,,BPF,,,,,0.0,,,,,1000.0,,100203.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,NOT TO WEAVE THIS IS BREAK UP AS PER JASBIR,,,,,
RMGE,EVOLV CLOTHING COMPANY PVT LTD,BLTIM_026121,30,140B49,BA,CT-ST,RFD0000000,RFD,7000.0,,,,JANAKAI/USHA/CHANDRA,,87.0,TIM_026121,30.0,,,,6596.2,403.8,,,,,,,,,,,,,2013-04-06 00:00:00,,2013-03-13 00:00:00,,2013-07-01 00:00:00,,2013-04-10 00:00:00,DOMESTIC,RD,0.0,,,7000-30/07/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,1.0,0.0,140B49BA,NEW K-14000909-BAMM WITH REED 116/2 FOR BADDI ONLY,,2013-07-01 00:00:00,2019-04-30 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-06-18 00:00:00,,,,Baddi,,2013-06-21 00:00:00,,0,,,,0,,,,,,F010006516,,BPF,,,,,0.0,,,,,7000.0,,100203.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,NOT TO WEAVE THIS IS BREAK UP AS PER JASBIR,,,,,
RMGE,EVOLV CLOTHING COMPANY PVT LTD,BLTIM_026121,20,140B49,BA,CT-SF,0,WHITE,2800.0,,,,JANAKAI/USHA/CHANDRA,,87.0,TIM_026121,20.0,,,,2875.75,-75.75,,,,,,,,,,,,,2013-07-18 00:00:00,,2013-03-13 00:00:00,,2013-07-01 00:00:00,,2013-04-10 00:00:00,DOMESTIC,FB,1.0,,,2800-18/07/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,1.0,0.0,140B49BA,NEW K-14000909-BAMM WITH REED 116/2 FOR BADDI ONLY,,2013-07-01 00:00:00,2019-04-30 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-07-12 00:00:00,,0,,,,D65,,,,,,F010008196,,BPF,,,,,0.0,,,,,2800.0,,100203.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,EVOLV CLOTHING COMPANY PVT LTD,BLTIM_026121,10,140B49,BA,CT-ST,RFD0000000,RFD,7800.0,,,,JANAKAI/USHA/CHANDRA,,87.0,TIM_026121,10.0,,,,8079.5,-279.5,,,,,,,,,,,,,2013-04-06 00:00:00,,2013-03-13 00:00:00,,,,,DOMESTIC,RD,1.0,,,7800-17/05/2013,0.0,7737.6,,,,2013-07-13,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140B49BA*,,40COM*40COM-129*72-149-PLAIN-124 $,xxxxxx,,2013-04-03 00:00:00,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,Baddi,2013-04-04 00:00:00,,14800,,,,0,Ready Executable,,2013-05-17 00:00:00,,,F010000607,,BPF,,,,QAC130002794,511.5,,,,,7800.0,,100203.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),BLTIM_026095,20,140I21,BA,CT-PF,6000011434,32D,2530.0,,,TV-6,MR KUMAR,2530.00/0.00/,116.0,TIM_026095,20.0,,,,2481,49.0,,,,,,,,,,,,,2013-04-02 00:00:00,2013-04-06 00:00:00,2013-03-09 00:00:00,,,,,DOMESTIC,0,1.0,,,2530-07/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140I21,,,2013-04-01 00:00:00,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-01 00:00:00,,0,,,,0,,,,,,F010000020,,BPF,,,,,0.0,,,,,2530.0,,101896.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),BLTIM_026095,10,140I21,BA,CT-PF,8000017294,13C,1115.0,,,TV-6,MR KUMAR,1115.00/0.00/,116.0,TIM_026095,10.0,,,,1067,48.0,,,,,,,,,,,,,,,2013-03-09 00:00:00,,,,,DOMESTIC,0,1.0,,,1115-07/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140I21,,,2013-04-01 00:00:00,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,,,,,1115.0,,101896.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,DO NOT USE MODELEMA EXPORTS LTD.,BLTIM_026087,20,14015,BA,CT-SF,9000061734,BLACK,310.0,,,,DUSHYANT/KISAN,,150.0,TIM_026087,20.0,,,,309.1,0.9,,,,,,,,,,,,,2013-04-06 00:00:00,,2013-03-05 00:00:00,,2013-03-31 00:00:00,,2013-03-04 00:00:00,DOMESTIC,PD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,14015BA,UPDATION REQ.-40C*40C-131*72-160-PLAIN,,2013-04-01 00:00:00,2013-02-20 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-01 00:00:00,,0,,,,0,,,,,,F010000002,,BPF,,,,,0.0,Approved,,,,0.0,,100376.0,EXW,RD,,148.0,66.31,28.6,1.75,53.34,,,,,,,,,,,
RMGE,ADITYA BIRLA NUVO LIMITED.,BLTIM_026070,20,140K48,BA,CT-SF,9000061834,X44 BLACK,1510.0,,,,SENTHIL/RAVI,,102.0,TIM_026070,20.0,,,,1559.02,-49.02,,,,,,,,,,,,,2013-04-17 00:00:00,,2013-03-04 00:00:00,,,,,DOMESTIC,PD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,140K48,,,2013-04-01 00:00:00,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-09 00:00:00,,0,,,,0,,,,,,F010001122,,BPF,,,,,0.0,Approved,,,,0.0,,101781.0,EXW,RD,,148.0,66.0,28.0,0,8.0,,,,,,,,,,,
RMGE,SUNDERKRAFT CLOTHING PVT LTD,BLTIM_026068,30,140427,BAW,ST-SF,9000061654,,150.0,,,,,,175.0,TIM_026068,30.0,,,,172.01,-22.01,,,,,,,,,,,,,2013-04-16 00:00:00,,2013-03-04 00:00:00,,,,,DOMESTIC,PD,1.0,,,150-18/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140427BAW,"40COM*30SPX-170*80-191.4-4/1,S SATIN",,,2013-04-10 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-04-04 00:00:00,,,,Baddi,,2013-04-05 00:00:00,,0,,,,0,,,,,,F010000753,,BPF,,,,,0.0,Approved,,,,150.0,,103134.0,EXW,RD,,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,SUNDERKRAFT CLOTHING PVT LTD,BLTIM_026068,20,140427,BAW,ST-SF,9000061654,BLACK,1300.0,,,,S BEDI,,175.0,TIM_026068,20.0,,,,1215.6,84.4,,,,,,,,,,,,,2013-04-16 00:00:00,,2013-03-04 00:00:00,,2013-03-09 00:00:00,,2013-05-15 00:00:00,DOMESTIC,PD,0.0,,,1300-24/03/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140427BAW,"40COM*30SPX-170*80-191.4-4/1,S SATIN",,2013-03-01 00:00:00,2013-04-10 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,Approved,,,,1300.0,,103134.0,EXW,RD,,140.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,SUNDERKRAFT CLOTHING PVT LTD,BLTIM_026068,10,140427,BAW,ST-SF,LD00000000,,6700.0,,,,S BEDI,,175.0,TIM_026068,10.0,,,,0,6700.0,2013-09-20,,,,,,,,,,,,,,2013-03-04 00:00:00,,2013-11-01 00:00:00,,2013-05-30 00:00:00,DOMESTIC,PD,0.0,,,6700-20/09/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,140427BAW,"40COM*30SPX-170*80-191.4-4/1,S SATIN",,2013-11-01 00:00:00,2013-04-10 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,3774,,,Baddi,,,,0,,,,AS PER LD,,,,,,,,BPF,,,,,0.0,Non-Approved,,,2013-09-20,6700.0,,103134.0,EXW,RD,,140.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,70,17049,BA,S31002,HH01,Y/D-X003,940.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,70.0,CT-SF,RYD0000000,,16,924.0,2013-06-07,,,,,,,,,,,,2013-04-02 00:00:00,,2013-03-01 00:00:00,,2013-06-01 00:00:00,,,DOMESTIC,YD,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049BA,70COM*70COM-146*100-164.3-PLAIN                   ,,2013-06-01 00:00:00,,,,0,,,,,,0.0,0.0,Checked,2013-06-07 00:00:00,3879,,,Baddi,,,,0,,,,0,,,,,,,,BYF,,,,,0.0,,,,2013-06-07,0.0,,102026.0,EXW,RD,,145.0,0.0,0.0,0,0.0,,,,,,Greige Already Input,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,60,17049,BA,S31001,VV01,Y/D-X017,960.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,60.0,CT-SF,RYD0000000,,30,930.0,2013-06-07,,,,,,,,,,,,2013-04-07 00:00:00,,2013-03-01 00:00:00,,2013-06-01 00:00:00,,,DOMESTIC,YD,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049BA,70COM*70COM-146*100-164.3-PLAIN                   ,,2013-06-01 00:00:00,,,,0,,,,,,0.0,0.0,Checked,2013-06-07 00:00:00,3879,,,Baddi,,,,0,,,,0,,,,,,,,BYF,,,,,0.0,,,,2013-06-07,0.0,,102026.0,EXW,RD,,145.0,0.0,0.0,0,0.0,,,,,,Greige Already Input,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,50,17049,BA,C33001,VV01,Y/D-X022,960.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,50.0,CT-SF,RYD0000000,,1368,-408.0,,,,,,,,,,,,,2013-04-30 00:00:00,,2013-03-01 00:00:00,RM/2/13/108,,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049,,,2013-04-01 00:00:00,2013-04-25 00:00:00,,,,,,,,,0.0,0.0,Checked,2013-04-08 00:00:00,,,,Baddi,,2013-05-03 00:00:00,,0,,,,D-65,,,,,,"F010001904,F010002650",,BYF,,,,,0.0,,,,,0.0,,102026.0,EXW,RD,,145.0,129.0,18.8,0,42.2,,,,APP,,,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,40,17049,BA,S31002,HH01,Y/D-X003,940.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,40.0,CT-SF,RYD0000000,,961.5,-21.5,,,,,,,,,,,,,2013-04-02 00:00:00,,2013-03-01 00:00:00,,,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049,,,2013-04-01 00:00:00,2013-04-15 00:00:00,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-01 00:00:00,,0,,,,0,,,,,,F010000036,,BYF,,,,,0.0,,,,,0.0,,102026.0,EXW,RD,,145.0,133.5,19.0,0,37.5,,,,,,,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,30,17049,BA,C32001,VV01,Y/D-X018,940.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,30.0,CT-SF,RYD0000000,,959.5,-19.5,,,,,,,,,,,,,2013-05-10 00:00:00,,2013-03-01 00:00:00,,2013-05-01 00:00:00,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049,,,2013-05-01 00:00:00,2013-03-28 00:00:00,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-05-05 00:00:00,,0,,,,0,,,,,,F010002747,,BYF,,,,,0.0,,,,,0.0,,102026.0,EXW,RD,,145.0,132.2,18.9,0,38.9,,,,,,,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026033,20,17049,BA,S31001,VV01,Y/D-X017,960.0,,,,OBULIRAJ/TULIKA,,190.0,TIM_026033,20.0,CT-SF,RYD0000000,,920,40.0,,,,,,,,,,,,,2013-04-07 00:00:00,,2013-03-01 00:00:00,,,,,DOMESTIC,YD,1.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,17049,,,2013-03-01 00:00:00,2013-03-28 00:00:00,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-04 00:00:00,,0,,,,0,,,,,,F010000788,,BYF,,,,,0.0,,,,,0.0,,102026.0,EXW,RD,,145.0,126.0,18.8,0,45.2,,,,,,,,,,,
RMGE,LAGUNA CLOTHING PVT LTD,BLTIM_026032,20,16024,BA,CT-SF,0,WHITE,1200.0,,,,OBULIRAJ/ TULIKA,,135.0,TIM_026032,20.0,,,,30,1170.0,2013-06-07,,,,,,,,,,,,,,2013-03-01 00:00:00,,2013-06-01 00:00:00,,,DOMESTIC,FB,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,16024BA1,60COM*60COM-138*106-162-PLAIN,,2013-06-01 00:00:00,2013-08-05 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-06-07 00:00:00,3879,,,Baddi,,,,0,,,,D65,,,,,,,,BPF,,,,,0.0,,,,2013-06-07,0.0,,102026.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,NOT TO PRODUCE AS PER JASBIR,,,,,
RMGE,SHASHIKAR ENTERPRISES PRIVATE LTD,BLTIM_026025,20,150442,BA,ST-SF,8000048571,,25.0,,,,,,150.0,TIM_026025,20.0,,,,0,25.0,2013-04-04,,,,,,,,,,,,,,2013-02-28 00:00:00,,,,,DOMESTIC,PD,1.0,,,25-04/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,150442BA,50COM*50SPX(40D)-135*80-177-PLAIN,,,2019-05-20 00:00:00,,,0,,,,,,0.0,0.0,Checked,2013-06-04 00:00:00,3943,,,Baddi,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,Approved,,,2013-04-04,25.0,,103412.0,EXW,RD,,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,SHASHIKAR ENTERPRISES PRIVATE LTD,BLTIM_026025,10,132135,BA,ST-PF,7000073822,ECLIPS,1000.0,,,,SATISH,,180.0,TIM_026025,10.0,,,,1002,-2.0,,,,,,,,,,,,,2013-04-12 00:00:00,2013-04-18 00:00:00,2013-02-28 00:00:00,,,,,DOMESTIC,PD,1.0,,,1000-12/04/2013,0.0,1745.42,,,,2013-04-23,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,132135BA*,,32COM*20SPX-172*74-148-3/1 S TWILL-239 $,xxxxxx,,2013-03-25 00:00:00,,,,,,272/02/013,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,Baddi,2013-04-03 00:00:00,,1000,,,,0,Ready Executable,"Ldapp 21/3,pch std pdc",2013-04-12 00:00:00,,,"F010000363,FRP0000117",,BPF,,,,QAC130000281,1002.0,Approved,,,,1000.0,,103412.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,Aquarelle India Private Limited,BLTIM_026020,70,150264,BA,CT-SF,9000061574,100-BLACK,1000.0,,,,MANISH,,113.0,TIM_026020,70.0,,,,0,1000.0,,,,,,,,,,,,,,,2013-02-27 00:00:00,,,,,DOMESTIC,PD,0.0,,,1000-29/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,150264,,,,,,,,,,,,,0.0,0.0,Checked,2013-04-12 00:00:00,,,,Baddi,,2013-04-13 00:00:00,,0,,,,0,,,,,,F010001282,,BPF,,,,,0.0,Approved,,,,1000.0,,102126.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,Aquarelle India Private Limited,BLTIM_026020,60,150264,BA,CT-SF,3000063713,35A-19-0515 TCX,84.0,,,,MANISH,,113.0,TIM_026020,60.0,,,,0,84.0,,,,,,,,,,,,,,,2013-02-27 00:00:00,,,,,DOMESTIC,PD,0.0,,,84-30/03/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,150264,,,,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,Approved,,,,84.0,,102126.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,Aquarelle India Private Limited,BLTIM_026020,50,150264,BA,CT-SF,4000044384,28Y-19-5217 TCX,165.0,,,,MANISH,,113.0,TIM_026020,50.0,,,,0,165.9,,,,,,,,,,,,,,,2013-02-27 00:00:00,,,,,DOMESTIC,PD,0.0,,,165-20/03/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,150264,,,,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,,,0,,,,0,,,,,,,,BPF,,,,,0.0,Approved,,,,165.9,,102126.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,Aquarelle India Private Limited,BLTIM_026020,20,150264,BA,CT-SF,9000061574,100-BLACK,5812.0,,,,MANISH,,113.0,TIM_026020,20.0,,,,6815.17,-1002.37,,,,,,,,,,,,,2013-04-20 00:00:00,,2013-02-27 00:00:00,,,,,DOMESTIC,PD,1.0,,,5812-29/04/2013,0.0,0.0,,,,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,,,150264,,,2013-03-01 00:00:00,,,,,,,,,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,,2013-04-13 00:00:00,,0,,,,0,,,,,,F010001288,,BPF,,,,,0.0,Approved,,,,5812.8,,102126.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
RMGE,Aquarelle India Private Limited,BLTIM_026020,10,150264,BA,CT-SF,5000031614,09Q-19-1725 TCX,9798.0,,,,MANISH,,113.0,TIM_026020,10.0,,,,9601.2,196.8,,,,,,,,,,,,,2013-04-08 00:00:00,,2013-02-27 00:00:00,,,,,DOMESTIC,PD,0.0,,,9798-21/04/2013,0.0,10124.6,,,,2013-04-18,0.0,0.0,,,0,0,0,0,0,0.0,0.0,,,0.0,0.0,150264BA*,,50COM*50COM-154*80-149-PLAIN-115 $ NOT FEASIBLE IN ETI,xxxxxx,,1900-01-01 00:00:00,,,,,,254/01/13,,0.0,0.0,Checked,2013-03-31 00:00:00,,,,Baddi,Baddi,2013-04-04 00:00:00,,9798,,,,0,Extra Line,,2013-04-21 00:00:00,,,F010000661,,BPF,,,,QAC130000203,30.0,Approved,,,,9798.0,,102126.0,EXW,RD,,148.0,0.0,0.0,0,0.0,,,,,,,,,,,
