K1,Construction
A130C088,30COM+20OE*30SPX(40D)-82*78-193-SEAR SUCKER(TOP BEAM)-16.04.056
A130C090,30K.COM*20K-116*72-169.2-OXFORD
A130C095,30COM+30MC*20K.SPX(70D)+10OE-134*80-198.6-DOBBY-20.15.028
A130C095,30COM+30MC*20K.SPX(70D)+10OE-132*80-201.5-DOBBY--2015.028
A130C096,30MODAL.FLAX*30SUTALEA-103*64-158.6-PLAIN
A130C097,30C.SF.CVC*20K.SPX(70D)+10OE-134*80-198.6-DOBBY-20.15.028
A130C098,30C.FF.CVC*20K.SPX(70D)+10OE-134*80-198.6-DOBBY-20.15.017
A130C099,30CM*20K.SPX(40D)-150*70-178-DOBBY-24.12.009.A
A130C099,30CM*20K.SPX(40D)-150*70-178.28-DOBBY-24.12.009.A
A130C101,30K.COM*16DC.FX(70D)-118*60-204.9-3/1 S TWILL
A130C101,30K.COM*16DC.FX(70D)-118*60-204.9-3/1 S TWILL
A130C102,30K.COM*30K.COM+30SPX(70D)-126*86-176.8-2/1 HBT
A130C104,30COM*2/60COM-144*80-160.5-PLAIN
A130C105,30K.COM*30K.COM-80*66-156.8-2/2 S TWILL
A130C108,30K.COM*30SPX(40D)-96*65-207.1-2/1 S TWILL
A130C108,30K.COM*30C Spx 40D-96*65-173.8-2/1 S TWILL
A130C109,30K.COM.VIS*30K.COM.VIS.HT-67*50-157.1-DOBBY(CRINKLE EFFECT)
A130C110,30K.COM.VIS*30K.COM.VIS.HT-64*50-154.7-PLAIN(CRINKLE EFFECT)
A130C111,30CT*170D.NYL.STR-126*80-176.6-3/1 S TWILL
A130C112,30COM*16OE-140*90-162.8-2/2 MATT
A130C114,30TEN*75D.NYL.STR(TWISTED)-126*86-176.6-2/1 S TWILL
A130C116,30CM*20CM*124*94-159.8-3/3 Z TWILL(DOBBY)-06.06.069
A130C118,30VIS+120D.VIS(BRIGHT)*30VIS.HT*64*54-160-DOBBY
A130C121,30C.CVC*20MC+150D.PET(T400)-100*84-178-OXFORD
A130C123,30COM*30SPX(40D)-135*84-200.35-DOBBY-15.15.001
A130C123,30COM*30SPX(40D)-135*84-198.7-DOBBY-15.15.001
A130C125,30COM*16K.SPX(70D)-158*70-178.3-DOBBY-14.14.015
A130C126,30C*24K.SPX(40D)-126*78-176.59-DOBBY-12.12.144
A130C126,30C*24K.SPX(40D)-126*78-176.59-DOBBY-12.12.144
A130C127,30COM*20MC-148*80-163.1-3/1 HBT
A130C128,30COM*10K.SPX(70D)-142*54-177.60-DOBBY-08.04.085
A130C128,30COM*10K.SPX(70D)-142*54-177.60-DOBBY-08.04.085
A130C128,30COM*10K.SPX(70D)-142*54-177.58-DOBBY-08.04.085
A130C129,30C.SPX(40D)*30C.SPX(40D)-126*116-176.6-DOBBY(DOUBLE CLOTH)-12.12.335
A130C131,30C.CVC*20MC+150D.PET(T400)-108*86-158.9-OTTOMAN-04.04.042
A130C133,30K.COM*16K.SPX(70D)-126*70-198.37-DOBBY-06.06.027
A130C133,30K.COM*16K.SPX(70D)-126*70-198.37-DOBBY-06.06.027
A130C133,30K.COM*16K.SPX(70D)-126*70-176.6-DOBBY-12.06.183
A130C134,30K.COM*16K.SPX(70D)-126*70-176.6-DOBBY-12.18.006
A130C135,30CM*20K.SPX(70D)-162*104-178.5-DOBBY-12.06.062
A130C137,30COM*150D.PET-148*80-168.2-2/2 Z TWILL
A130C139,30K.COM*30K.COM-120*64-167.03-3/1 S TWILL
A130C139,30K.COM*30K.COM-120*64-164.5-3/1 S TWILL
A130C139,30K.COM OG*30K.COM OG-120*64-167.03-3/1 S TWILL
A130C139,30COM*30COM-120*64-167.03-3/1 S TWILL
A130C140,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-08.176.002
A130C141,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-156.92.001
A130C142,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-88.56.001
A130C143,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-24.24.001
A130C143,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-24.24.001
A130C144,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-78.54.001
A130C145,30K.COM.VIS*30K.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-112.80.001
A130C145,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-112.80.001
A130C146,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-116.76.001
A130C147,30K.COM.VIS*30K.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-76.18.001
A130C147,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-76.18.001
A130C147,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-76.18.001
A130C148,30K.COM.VIS*30K.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-106.66.001
A130C148,30K.COM.VIS*30K.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-106.66.001
A130C148,30K.COM.VIS*30K.COM.VIS.HT-64*50-202.4-DOBBY(CRINCKLE EFFECT)-106.66.001
A130C148,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY(CRINCKLE EFFECT)-106.66.001
A130C149,30K.COM.VIS*30K.COM.VIS.HT-64*50-173.8-DOBBY-CRINCKLE EFFECT-(CREPE)-120.120.001
A130C150,30K.COM*20OE+20K.SPX(70D)-142*76-177.60-4/1 S SATIN
A130C150,30K.COM*20OE+20K.SPX(70D)-142*76-177.60-4/1 S SATIN
A130C150,30K.COM*20OE+20K.SPX(70D)-142*76-177.5-4/1 S SATIN
A130C151,30COM*16K.SPX(40D)-134*60-190.68-DOBBY(TOP BEAM)-08.04.012
A130C151,30COM*16K.SPX(40D)-134*60-190.68-DOBBY(TOP BEAM)-08.04.012
A130C151,30COM*16K.SPX(40D)-134*60-177.1-DOBBY(TOP BEAM)-08.04.012
A130C151,30COM*16C.SPX(40D)-134*60-177.1-DOBBY(TOP BEAM)-08.04.012
A130C152,30COM*16K.SPX(70D)-138*66-204-DOBBY-12.04.007.C
A130C152,30COM*16K.SPX(70D)-138*66-204.29-DOBBY-12.04.007.C
A130C153,30K.COM.VIS*30K.VIS.HT-64*50-178.8-DOBBY(CRINCKLE EFFECT)-24.08.0057
A130C153,30K.COM.VIS*30K.COM.VIS.HT-64*50-178.8-DOBBY(CRINCKLE EFFECT)-24.08.0057
A130C153,30K.COM.VIS*30K.COM.VIS.HT-64*50-178.8-DOBBY(CRINCKLE EFFECT)-24.08.0057
A130C156,30C.SPX(40D)*30C.SPX(20D)-135*116-198.8-DOBBY(DOUBLE CLOTH)-12.12.335
A130C157,30C.CVC*16OE+20K.SPX(70D)-142*70-177.5-4/1 S SATIN
A130C158,30C.CVC*20OE+20K.SPX(70D)-142*76-177.5-4/1 S SATIN
A130C158,30C.CVC*20K.SPX(70D)+20OE-142*76-177.5-4/1 S SATIN
A130C160,30K.COM.VIS.HT*30K.COM.VIS.HT-64*50-173.97-PLAIN (CRINKLE EFFECT)
A130C164,30K.TEN*30K.TEN-112*76-159.2-DOBBY-06.06.176
A130C164,30K.TEN*30K.TEN-112*76-159.2-DOBBY(CVT)-06.06.021
A130C165,30K.COM.VIS*50D.TRIEXTA-100*120-158.5-2/1 S TWILL
A130C166,30COM*150D.PET(T400)-126*84-176.6-2/2 Z TWILL
A130C167,30COM*150D.PET(T400)-126*70-176.6-DOBBY(CVT)-06.06.029
A130C169,30COM*30C.SPX(40D)-150*86-178-DOBBY-12.12.0332
A130C170,30COM*200D.PET.STR(DYESTAR)-138*84-208.2-4/1 S SATIN
A130C170,30COM*200D.PET.STR(DYESTAR)-138*84-208.2-4/1 S SATIN
A130C171,30K.COM*16K.SPX(40D)-118*66-197.4-DOBBY-12.04.007
A130C172,30CT*20OE+60LEA.LINOCEL-148*64-160.6-PLAIN
A130C173,30COM*30C.COT.PVA-124*74-159.77-PLAIN
A130C174,30COM*30K.M.MODAL.PVA-124*74-159.77-PLAIN
A130C175,30COM*30K.M.MODAL-124*74-159.77-PLAIN
A130C176,30COM*36K.WOOL.BMB-124*74-159.77-PLAIN
A130C177,30COM*36K.BMB-124*74-159.77-PLAIN
A130C178,30PC.RECY*30PC.RECY-118*64-161.9-2/1 S TWILL
A130C180,30CVC(37.5)*30CVC(37.5)-90*80-157.7-2/1 S TWILL
A130C181,30CVC(37.5)*30CVC(37.5)-90*80-157.7-PLAIN
A130C182,30CVC(37.5)*20CVC(37.5)-84*60-157.2-PLAIN
A130C184,30K.COM*20K.SPX(70D)-102*68-207.9-3/1 S TWILL
A130C185,30K.COM*20K.SPX(70D)-126*66-210.4-2/1 S TWILL
A130C186,30COM*40K.COM.VIS-100*72-158.5-DOBBY(CVT)-06.06.010
A130C187,30K.COM*20CT.LYC(70D)-136*76-177.2-4/1 S SATIN
A130C188,30C.CVC*20PC.RECY.SPX(70D)-126*72-176.6-2/2 S TWILL
A130C189,30K.COM*14DC.FX(70D)-126*58-176.6-3/1 S TWILL
A130C190,30COM*20CMX.COT.LYC(70D)-126*70-176.6-3/1 S TWILL
A130C191,30CT*20CT.SPX(70D)-134*78-177.1-3/1 S TWILL
A130C192,30C.CV*30C.CV-84*70-157.2-2/2 S TWILL
A130C193,30C.CV*20K.CV-68*56-155.4-2/2 S TWILL
A130C194,30COM*30C.CT-106*64-158.9-2/2 S TWILL
A130C195,30C.CT*20C-148*64-160.6-2/2 S TWILL
A130C196,30C.CVC*30C.CVC-64*56-154.8-2/2 Z TWILL
A130C197,30C.CVC*30C.CVC-64*56-154.8-2/2 Z TWILL
A130C203,30ECO.VIS*30ECO.VIS-68*64-160-PLAIN
A130C204,30K.COM.VIS*20K.COM.VIS-68*68-155.4-PLAIN
A130C205,30C*20K.SPX(70D)-162*104-178.5-DOBBY-12.06.062
A130C206,30K.COM.VIS*30VIS.SPX(40D)-126*80-176.6-3/1 S TWILL
A130C207,30COM*30K.COM.VIS-100*64-158.5-DOBBY(DOUBLE CLOTH)-40.32.006
A130C208,30K.NYL.VIS*30K.NYL.VIS-148*84-160.6-2/1 S TWILL
A130C209,30COM*16K.SPX(70D)-84*60-205.2-2/1 S TWILL
A130C210,30K.COM.VIS*20K.COM.VIS-68*56-155.4-PLAIN
A130C212,30COM*30COM-100*84-173.1-2/2 MATT
A130C213,30K.MODAL*75D.NYL.STR(TWISTED)-126*86-176.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM(DRAFT 3.4)-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM(DRAFT 3.2)-106*70-203.6-2/1 S TWILL
A130C215,30K.COM*19DC.FX.SSM(DRAFT 3.0)-106*70-203.6-2/1 S TWILL
A130C216,30C.PC*30C.PC-90*84-157.7-2/2 MATT
A130C218,30K.COM.VIS+30VIS.MC*30COT.FLAX-68*72-174.5-PLAIN
A130C219,30K.COM.VIS*30COT.FLAX-68*72-174.5-DOBBY-16.16.256
A130C220,30K.COM+2/60SP*30K.COM-95*80-158.5-DOBBY-140.126.001
A130C222,30K.COM.VIS+30VIS.MC*30K.COM+30C.XLA(42D)-66*48-168.5-PLAIN
A130C223,30K.COM*20K.SPX(70D)-114*72-175.6-DOBBY(BEDFORD CORD)
A130C223,30COM*20C.SPX(70D)-114*72-198-DOBBY(BEDFORD CORD)-12.04.002
A130C223,30COM*20C.SPX(70D)-114*72-197.3-DOBBY(BEDFORD CORD)-12.04.002
A130C224,30COM*14K.SPX(40D)-134*76-198.6-DOBBY-12.08.008
A130C225,30COM*30COM+30SPX(20D)-150*140-160.9-DOBBY(DOUBLE CLOTH)-04.08.002
A130C225,30COM*30COM+30SPX(20D)-150*140-158.5-DOBBY(DOUBLE CLOTH)-04.08.002
A130C227,30C.XLA(42D)*30C.XLA(42D)-135*114-177.2-DOBBY(DOUBLE CLOTH)-12.12.321
A130C228,30VORTEX.CV*16K.CV.SPX(70D)-146*72-177.8-4/1 S SATIN
A130C229,30VORTEX.CV*16K.CV.SPX(70D)-118*60-209.7-3/1 S TWILL
A130C230,30CM*20K.SPX(70D)-150*80-200.15-DOBBY-24.06.001
A130C230,30CM*20K.SPX(70D)-150*80-199.9-DOBBY-24.06.001
A130C230,30CM*20K.SPX(70D)-150*80-178-DOBBY-24.06.001
A130C231,30CM*30KAPOK.M.MODAL-80*74-176.1-2/2 Z TWILL
A130C233,30C.SPX(20D)*30C.SPX(20D)-135*114-198.8-DOBBY(DOUBLE CLOTH)-12.12.335
A130C234,30COM*16K.SPX(70D)-110*66-194.5-DOBBY-08.04.013
A130C234,30COM*16K.SPX(70D)-110*66-194.51-DOBBY-08.04.013
A130C237,30COM*20LYC(40D)-148*68-202.2-DOBBY--12.08.037
A130C237,30COM*20K.SPX(40D)-148*68-202.2-DOBBY--12.08.037
A130C237,30COM*20K.SPX(40D)-148*68-202.2-DOBBY--12.08.037
A130C237,30COM*20K.LYC(40D)-148*68-202.2-DOBBY--12.08.037
A130C237,30COM*20LYC(40D)-150*68-199.6-DOBBY-12.08.037
A130C237,30COM*20K.SPX(40D)-150*68-199.6-DOBBY-12.08.037
A130C238,30C.CVC*20K.SPX(40D)-146*74-177.8-DOBBY-12.04.093
A130C239,30K.COM*20K.SPX(70D)-134*78-177.1-3/1 S TWILL
A130C240,30K.COM.VIS*30K.COM.VIS+30VIS.MC-69*64-174.6-PLAIN+DENTING
A130C240,30K.COM.VIS*30K.COM.VIS+30VIS.MC-69*64-174.6-PLAIN+DENTING
A130C241,30K.COM*16K.SPX(70D)+12K.MODAL-135*66-177.1-DOBBY-06.04.045
A130C241,30COM*16K.SPX(70D)+12MODAL-135*66-177.1-DOBBY-12.04.099
A130C241,30K.COM*16K.SPX(70D)+12K.MODAL-135*66-187.12-DOBBY-12.04.099.A
A130C241,30K.COM*16K.SPX(70D)+12K.MODAL-135*66-187.12-DOBBY-12.04.099.A
A130C241,30K.COM*16K.SPX(70D)+12K.MODAL-135*66-187.12-DOBBY-12.04.099.A
A130C241,30K.COM*16K.SPX(70D)+12K.MODAL-135*66-177.1-DOBBY-12.04.099.A
A130C241,30COM*16K.SPX(70D)+12K.MODAL-135*66-177.39-DOBBY-12.04.099.A
A130C241,30COM*16K.SPX(70D)+12K.MODAL-135*66-177.39-DOBBY-12.04.099.A
A130C243,30C.CVC*20C+20C.SPX(70D)-126*74-176.6-3/1 S TWILL
A130C245,30C.CM*16DC.FX-142*68-216.4-4/1 S SATIN
A130C245,30C.CM*16DC.FX-142*68-208.8-4/1 S SATIN
A130C246,30C.CV*20K.CV-90*72-172.4-2/2 S TWILL
A130C246,30C.CV*20C.CV-90*72-157.7-2/2 S TWILL
A130C247,30K.COM*20K.SPX(70D)-120*72-197.8-DOBBY-126.060.001
A130C247,30K.COM*20K.SPX(70D)-120*72-176.1-DOBBY-126.060.001
A130C248,30K.COM*20K.SPX(70D)-120*72-176.1-DOBBY-324.160.001
A130C249,30COM*32COM-156*96-160.8-2/2 MATT
A130C251,30COM*20MC.SPX(70D)-134*78-177.1-3/1 BKT
A130C252,30COM*16OE+16K.SPX(70D)-142*64-177.6-DOBBY-12.06.10
A130C253,30COM*2/40COM+20K.TEN-124*120-179.4-DOBBY(DOBLE CLOTH)-12.12.339
A130C254,30K.COM*20K.SPX(70D)-126*66-176.6-DOBBY-12.20.001
A130C256,30K.COM*16CVC.SPX(70D)-126*68-176.6-DOBBY-15.05.005
A130C257,30K.COM*20K.LYC(70D)-134*80-177.1-DOBBY-16.16.271
A130C258,30K.COM*20K.LYC(70D)-126*76-176.6-DOBBY-10.10.084
A130C259,30C.HT.SPX(20D)*30C.HT.SPX(40D)-134*88-177.1-3/1 Z TWILL
A130C260,30K.TEN*12OE-116*64-161.85-DOBBY(CVT)-06.06.029
A130C261,30K.COM*20OE-132*68-158.9-DOBBY-12.04.007
A130C262,30COM*14K.SPX(40D)-130*70-198.6-DOBBY-12.10.008
A130C263,30K.COM*20K.SPX(70D)-120*72-197.82-DOBBY-69.30.001
A130C263,30K.COM*20K.SPX(70D)-120*72-197.82-DOBBY-69.30.001
A130C263,30K.COM*20K.SPX(70D)-120*72-197.5-DOBBY-69.30.001
A130C263,30K.COM*20K.SPX(70D)-120*72-197.5-DOBBY-69.30.001
A130C263,30K.COM*20K.SPX(70D)-120*72-176.1-DOBBY-69.30.001
A130C264,30COM*20K.SPX(70D)-158*92-178.3-DOBBY(CVT)-10.20.001
A130C265,30CVC*20C.CVC.SPX(40D)-142*76-177.5-3/1 S TWILL
A130C266,30K.COM*30SPX(40D)+32K.COM-114*66-185.2-2/1 S TWILL
A130C267,30K.COM*20MC+20OE-124*64-162.2-2/1 S TWILL
A130C267,30K.COM*20MC+20OE-124*64-159.7-2/1 S TWILL
A130C267,30K.COM*20MC+20OE-123*64-164-2/1 S TWILL-
A130C268,30K.COM*16K.SPX(70D)-102*64-195.7-2/1 S TWILL
A130C269,30COM*30COM-100*80-178-DOBBY(HONEY COMB)-08.08.103
A130C270,30K.COM*20K.SPX(70D)-134*68-211-3/1 S TWILL
A130C274,30COM*20K.SPX(70D)-134*72-198.6-DOBBY-08.04.0127
A130C276,30C.CV*20K.CV-90*66-179.6-2/2 S TWILL
A130C277,30K.COM*20K.SPX(70D)-150*76-192.6-DOBBY-08.04.036
A130C279,30COM*20K.SPX(70D)-110*72-196.6-DOBBY(3/3 S TWILL)
A130C281,30COM*20OE+20K.SPX(70D)-142*70-177.6-DOBBY-08.08.0142
A130C281,30COM*20OE+20K.SPX(70D)-140*70-175.6-DOBBY-08.08.0142
A130C281,30COM*20OE+20K.SPX(70D)-140*70-175.6-DOBBY-08.08.0142
A130C282,30K.COM*10OE+20K.SPX(70D)-142*78-177.5-DOBBY-10.16.001
A130C282,30K.COM*10OE+20K.SPX(70D)-140*78-180-DOBBY-10.16.001
A130C283,30COM*30COM-90*82-177.1-DOBBY(ROYAL OXFORD)
A130C283,30COM*30COM-90*82-177.32-ROYAL OXFORD
A130C283,30COM*30COM-90*82-177.32-ROYAL OXFORD
A130C284,30K.COM*30C.SPX(70D)-108*74-196.4-PLAIN
A130C285,30K.COM*30C.SPX(40D)-110*72-196.6-PLAIN
A130C288,30C.CV*20K.CV-100*62-158.5-2/2 S TWILL
A130C289,30CM*20K.SPX(40D)-114*68-197-DOBBY-08.04.036.B
A130C290,30COM*16K.SPX(70D)-142*68-177.80-DOBBY TOP BEAM-08.04.134
A130C290,30COM*16K.SPX(70D)-142*68-177.80-DOBBY TOP BEAM-08.04.134
A130C290,30COM*16K.SPX(70D)-142*68-177.6-DOBBY(TOP BEAM)-08.04.134
A130C291,30CV*30CV-80*72-156.8-2/2 Z TWILL
A130C292,30COM*40LEA.LINEN+30COM-106*62-158.8-2/1 S TWILL
A130C296,30K.COM.VIS*30K.COM.VIS-68*78-155.4-DOBBY-103.104.001
A130C297,30COM*16OE+16K.SPX(40D)-150*64-178-DOBBY-20.06.010
A130C298,30C.CM*20C.MC+40SPX(40D)-86*74-172.48-DOBBY(TOP BEAM)-08.04.135
A130C299,30COM*30COM-100*64-158.5-DOBBY(DOUBLE CLOTH)-40.32.006
A130C301,30VIS.NYL*30SPX(40D)-150*80-178-2/1 S TWILL
A130C302,30MODAL.NYL*30MODAL.NYL-156*72-160.8-DOBBY(CVT)-06.06.010
A130C303,30CV*30CV-124*74-159.8-2/2 S TWILL
A130C304,40K.COM.VIS*40K.COM.VIS+30K.COM.VIS-103*70-158.7-DOBBY+DENTING-312.212.001
A130C307,30C.FF.CVC*20K.SPX(40D)+20K-142*72-177.60-DOBBY-06.04.015.A
A130C307,-142*72-0.00-DOBBY-06.04.015.A
A130C308,30COM*20K.SPX(70D)-134*92-198.6-DOBBY-12.12.356
A130C309,30COM*20K.SPX(70D)+20OE-150*100-178-DOBBY (CVT)-10.20.001
A130C313,30COM*20MC.SPX(70D)+20OE-134*76-177.1-DOBBY-08.08.026
A130C313,30COM*20MC.SPX(70D)+20OE-134*76-177.1-DOBBY-08.08.026
A130C313,30COM*20MC.SPX(70D)+20OE-134*76-177.11-DOBBY-08.08.026
A130C313,30COM*20MC.SPX(70D)+20OE-134*76-177.11-DOBBY-08.08.026
A130C314,30COM+30MC*30MC+30XLA(42D)-62*58-195-PLAIN
A130C316,30VISCOSE*30VISCOSE.HT-64*56-160-DOBBY
A130C317,30COM*30SPX(40D)-142*68-206.7-DOBBY-12.08.022
A130C317,30COM*30SPX(40D)-142*68-199.4-DOBBY-12.08.022
A130C321,30COM*16K.SPX(40D)-134*62-198.6-DOBBY-06.08.011
A130C322,30COM*16K.SPX(40D)-134*60-198.6-DOBBY-16.04.002
A130C325,30K.COM*16K.SPX(40D)-126*68-198-DOBBY-08.08.318
A130C325,30K.COM*16K.SPX(40D)-126*68-198.04-DOBBY-08.08.318
A130C325,30K.COM*16K.SPX(40D)-126*68-198.04-DOBBY-08.08.318
A130C326,30K.COM*16K.SPX(40D)-126*68-198-DOBBY-10.06.033
A130C326,30K.COM*16K.SPX(40D)-126*68-198.27-DOBBY-10.06.033
A130C326,30K.COM*16K.SPX(40D)-126*68-198.27-DOBBY-10.06.033
A130C327,30K.COM*16K.SPX(40D)-126*64-198-DOBBY-12.06.186
A130C328,30K.COM*16K.SPX(70D)-126*70-198-DOBBY-06.04.075
A130C329,30COM*16K.SPX(40D)-150*76-197.5-DOBBY-12.06.001
A130C330,30K.COM*16K.SPX(70D)-150*70-178-DOBBY-08.04.083
A130C330,30K.COM*16K.SPX(70D)-150*70-178.08-DOBBY-08.04.083
A130C330,30K.COM*16K.SPX(70D)-150*70-178.08-DOBBY-08.04.083
A130C331,30COM*16K.SPX(40D)-150*76-197.5-DOBBY-10.06.036
A130C332,30K.COM*16K.SPX(40D)-126*68-198-DOBBY-20.10.21
A130C333,30COM*16K.SPX(70D)-136*78-196.6-DOBBY-10.05.037
A130C334,30K.COM*20K.SPX(70D)+12K.MODAL-108*76-175.1-DOBBY-36.24.012
A130C335,30COM+30MC*30COM+30MC-52*48-171.1-PLAIN
A130C336,30COM*16K.SPX(70D)+10K.SPX(70D)-142*78-197-DOBBY-10.05.028
A130C337,30COM*40LEA.LINEN-148*70-160.6-DOBBY(3/3 S TWILL)
A130C342,30COM*170D.TRIEXTA.STR+8OE-126*88-176.6-DOBBY(TOP BEAM)-28.08.001
A130C343,30COM*150D.TRIEXTA-140*92-180.1-DOBBY-28.08.003
A130C343,30COM*150D.TRIEXTA-142*92-177.5-DOBBY-9928.12.001
A130C344,30COM*360D.TRIEXTA.STR-138*68-177.3-DOBBY-16.06.002
A130C345,30COM*170D.TRIEXTA.STR-156*100-178.2-DOBBY-10.05.002
A130C345,30COM*170D.TRIEXTA.STR-156*100-178.2-DOBBY-10.05.002
A130C347,30COM+30MC*30COM+30MC-90*66-157.7-2/1 Z TWILL
A130C348,30MODAL*20MODAL.SPX(70D)-146*80-199.72-4/1 S TWILL
A130C350,30K.COM*170D.TRIEXTA.STR-146*92-177.8-DOBBY
A130C350,30K.COM*170D.TRIEXTA.STR-146*92-177.8-DOBBY
A130C355,30K.COM.VIS*16OE.MC-116*56-159.4-2/2 S TWILL
A130C356,30K.COM.VIS*10SUTALEA+16OE-116*52-159.4-2/2 S TWILL
A130C357,30COM*30COM+24K.SPX(40D)-62*54-167.4-DOBBY(MOCKLENO)-06.06.011
A130C357,30COM*30COM+24K.SPX(40D) -62*54-188.62-MOCKLENO
A130C358,30K.MODAL*30K.MODAL.LYC(70D)-126*76-198.04-2/2 S TWILL
A130C360,30K.PET.RTH.WOOL*24K.SPX(40D)-114*72-175.6-2/2 HBT
A130C363,30COM*30K.VIS-100*68-178-DOBBY(DOUBLE CLOTH)-40.32.006
A130C363,30COM*30K.VIS -100*70-178.13-DOUBLE CLOTH
A130C363,30COM*30K.VIS -100*70-178.13-DOUBLE CLOTH
A130C363,30COM*30K.COM.VIS -100*70-178.13-DOUBLE CLOTH
A130C370,30C.SPX(20D)*30C.SPX(20D)-150*114-194-DOBBY (DOUBLE CLOTH)-12.12.335
A130C372,30VIS*12COT.FLEX-120*52-160-2/2 S TWILL
A130C373,30C.PC*2/30C.PC-64*50-173.8-OXFORD
A130C374,30C.PC*2/20K.PC-90*52-177.1-OXFORD
A130C375,30C.CM*20C.MC+40SPX(20D)-86*74-172.48-DOBBY(TOP BEAM)-08.04.135
A130C378,30COM*30SPX(40D)+30COM-126*76-176.6-DOBBY(4/2 TWILL)
A130C381,30K.TEN*20K.SPX(40D)-126*72-176.6-3/1 S TWILL
A130C382,30COT.LYOCELL*30COT.LYOCELL-68*64-155.4-2/2 S TWILL
A130C386,30K.COM*20K.SPX(70D)-142*76-177.6-DOBBY-24.24.001
A130C388,30COM*24K.SPX(40D)-122*80-176.3-DOBBY-06.06.016
A130C389,30K*40SPX(40D)-126*84-176.6-DOBBY-08.08.0341
A130C389,30K*40SPX(40D)-126*84-176.6-DOBBY-08.08.0341
A130C389,30K*40SPX(40D)-126*84-176.6-DOBBY-08.08.0341
A130C391,30K.COM*30LYC(40D)-122*86-176.3-2/1 S TWILL
A130C392,30SPX(20D)*30SPX(40D)-92*68-194.2-DOBBY-06.06.029
A130C393,30COM*16K.MODAL.SPX(40D)-136*68-196.6-DOBBY-10.05.037
A130C395,30C.VORTEX.PC*30C.VORTEX.PC-118*60-161.9-PLAIN
A130C395,30C.PC*30C.PC-118*60-162.00-PLAIN
A130C395,30C.PC*30C.PC-118*60-161.9-PLAIN
A130C396,30RING.ECO.VIS*30VORTEX ECO.VIS-68*64-160-PLAIN
A130C397,30RING.ECO.VIS*30VORTEX ECO.VIS-68*64-160-MOSS CRIPE
A130C398,30RING.ECO.VIS*30VORTEX ECO.VIS-92*64-160-2/2 S TWILL
A130C399,30K.COM.VIS+2/60SP*40K.COM.VIS-132*110-179.8-DOBBY(TOP BEAM)-8.312.001
A130C406,30FF.CVC*16K.SPX(40D)-134*62-198.6-DOBBY-06.08.011
A130C406,30FF.CVC*16K.SPX(40D)-134*62-198.6-DOBBY-06.08.011
A130C406,30COM.CVC.FF*16K.SPX(40D)-134*62-198.65-DOBBY-06.08.011
A130C406,30C.CVC.FF*16K.SPX(40D)-134*62-198.65-DOBBY-06.08.011
A130C407,30COM.KTX.COT*16K.SPX(40D)-134*60-198.6-DOBBY-16.04.002
A130C407,30COM.KTX.COT*16K.SPX(40D)-134*60-198.6-DOBBY-16.04.002
A130C407,30COM.KTX.COT*16K.SPX(40D)-134*60-198.65-DOBBY-16.04.002
A130C408,30COM*24K.SPX(40D)-150*78-178-DOBBY-24.06.002
A130C409,30COM*30SPX(40D)-142*68-206.7-DOBBY-12.08.047.C
A130C409,30COM*30SPX(40D)-142*68-177.5-DOBBY-12.08.047.C
A130C409,30COM*30SPX(40D)-142*68-206.99-DOBBY-12.08.080
A130C412,30K*24C.SPX(70D)-126*76-176.6-DOBBY-32.16.030
A130C413,30K*200D.PET.STR-126*76-176.6-DOBBY-08.06.008
A130C418,30K.COM*16K.SPX(70D)-96*64-202.4-2/1 S TWILL
