K1,Construction
160874,60COM*60COM-112*106-171.5-PLAIN
160874,60COM*60COM-112*106-171.5-PLAIN
160874,60COM*60COM-112*106-171.5-PLAIN
160874,60COM*60COM-112*106-171.5-PLAIN
160874,60COM*60COM-112*106-159.2-PLAIN
160875,60COM*30SPX-126*104-210.8-4/1 S SATIN
160875,60COM*30SPX-126*104-210.8-4/1 SATIN
160875,60COM*30SPX-126*104-210.8-4/1 SATIN
160875,60COM*30SPX-126*104-210.8-4/1 SATIN
160876,60COM*60COM-94*88-175.3-1/1+MISDENT
160876,60COM*60COM-94*88-175.3-1/1+MISDENT
160877,60K.PM*155D.PET-166*76-160.8-PLAIN
160888,60COM*60COM-164*78-162.6-PLAIN
160889,60COM*40COM-176*100-162.6-2/1 HBT
160911,60COM*60COM-114*86-161.3-DOBBY
160911,60COM*60COM-114*86-161.3-DOBBY
160911,60COM*60COM-114*84-156.5-DOBBY
160914,60COM*60COM+60SPX-100*92-155.2-DOBBY
160920,60COM*60COM-145*104-167.9-PLAIN
160920,60COM*60COM-145*104-160.5-PLAIN
160921,60COM*60COM-180*124-160.5-4/1 Z SATIN
160921,"60COM*60COM-180*124-172.7-4/1,Z SATIN"
160921,"60COM*60COM-180*124-172.7-4/1,Z SATIN"
160925,60COM*60COM-109*90-177.8-1/1+MISDENT
160925,60COM*60COM-109*90-177.8-1/1+MISDENT
160927,60COM*60COM-112*100-161.5-DOBBY
160940,60COM*60COM-195*120-160.8-4/1 S SATIN
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160940,"60COM*60COM-195*120-165.6-4/1,S SATIN"
160975,60C*45MC-91*84-175.3-PLAIN
160979,60COM*30C-193*110-168.4-3/2 TWILL
160990,60COM*60LYC-182*94-172.7-SATIN
160991,60PM*155D.PET-164*80-162.5-PLAIN
160996,60COM*60COM-134*108-166.4-PLAIN
160996,60COM*60COM-134*108-166.4-PLAIN
170129,70COM*70COM-135*110-179.6-PLAIN
170169,70COM*70COM-94*100-165.1-PLAIN
170177,70COM*70COM-166*100-167.4-PLAIN
170177,70COM*70COM-166*100-161.1-PLAIN
170179,70COM*50COM-96*84-176.3-1/1+DENTING
170186,70COM*30SPX-194*120-166.6-DOBBY
170192,70COM*80COM-122*106-177-PLAIN
170201,70COM*70COM+60LYC-150*104-177.8-PLAIN
170205,70COM*60HT-100*88-158.5-DOBBY
170207,70COM*70COM-122*112-164.6-DOBBY
170214,70COM*70COM-125*128-163-DOBBY
170214,70COM*70COM-125*128-163-DOBBY
170218,70COM*70COM-178*114-163.8-DOBBY
170222,70COM*80COM-92*92-173.2-PLAIN
170222,70com*80com-92*92-173.2-plain
170771,70COM*50COM+60LYC-165*92-196.3-4/1 SATIN
180105,80COM.OG*80COM.OG-92*88-170.2-PLAIN
180105,80COM.OG*80COM.OG-92*88-170.2-PLAIN
180107,80COM*80H.T-92*88-170.2-PLAIN
180109,80COM*80COM-112*124-165.1-PLAIN
180109,80C*80C-112*124-165.1-PLAIN
180109,80COM*80COM-115*124*161.5-PLAIN
180120,80COM*80COM-100*102-160-DOBBY
180126,80COM*40COM-150*100-180.3-4/1 SATIN
180130,80COM*60COM+60ROICA-94*78-202.2-PLAIN
180131,80COM*60COM+60ROICA-114*78-185.4-PLAIN
180131,80COM*60COM+60ROICA-114*78-175.8-PLAIN
180131,80COM*60COM+60LYC-114*78-175.8-PLAIN
180162,80COM*80LYC-102*94-172.7-PLAIN
180162,80COM*80LYC-102*94-172.7-PLAIN
180167,"80COM*80LYC+70COM-175*106-170.7-4/1,S SATIN"
180167,"80COM*80LYC+70COM-175*106-170.7-4/1,S SATIN"
180167,"80COM*80LYC+70COM-175*106-170.7-4/1,S SATIN"
180167,"80COM*80LYC+70COM-175*106-170.7-4/1,S SATIN"
180167,"80COM*80LYC(20D)+70COM-175*106-170.7-4/1,S SATIN"
180173,80COM*80COM-138*108-171-PLAIN
180173,80COM*80COM-138*106-157.9-PLAIN
180175,80COM*100COM-138*128-171.2-PLAIN
180176,80COM*80COM-198*172-160-4/1 S SATIN
180176,"80COM*80COM-198*172-164.5-4/1,S SATIN"
180178,80COM*80COM-182*84-178.6-4/1 SATIN
180178,80COM*80COM-182*84-178.6-4/1 SATIN
180179,80COM*50SPX+50COM-221*92-175.3-4/1 SATIN
180185,80COM*80COM-178*144-175.3-2/1 TWILL
180189,80COM*80COM-178*142-159.5-4/1 S SATIN
180189,"80COM*80COM-178*142-179.4-4/1,S SATIN"
180215,80COM*80COM-107*100-160-DOBBY
180241,80COM*80COM-113*120-162.6-DOBBY
180246,80COM*80COM-92*88-160-PLAIN TOP BEAM
180247,80COM*80COM-105*110-177.8-1/1+DENTING
180247,80COM*80COM-105*110-177.8-1/1+DENTING
180247,80COM*80COM-105*110-177.8-1/1+DENTING
180259,80COM*80COM-114*88-160-DOBBY
180266,80COM*80COM-192*152-164.1-3/1 TWILL
180271,80COM*80COM+40COM+10OE-102*88-155.4-PLAIN
180272,80COM+2/8COM*80COM+2/8COM-118*120 TOPBEAM
220103,2/20PC*2/20PC-50*50-165.1-PLAIN
220106,2/20C*2/30C-70*50-158.8- PLAIN
220107,2/20K.PC*3/20K.PC-78*28-163.5-OXFORD
220108,2/20PET*2/20PET-50*38-161.3-PLAIN
220109,2/20K*12OE-70*52-162.8-3/1 TWILL
230102,2/30K*10OE-106*60-159.5-2/2 MATT
230162,2/30C*16OE-85*56-160-DOBBY
230165,2/30K*2/30K-115*55-160-3/1 TWILL
230166,2/30C*20SLUB+60LEA-76*76-163.8-2/2 MATT
230169,2/30C*20K-94*52-156.5-PLAIN
230183,2/30C*30COM-72*80-160-PLAIN
230203,2/30COM*12OE+12SPX-100*50-180.3-3/1 TWILL
230204,2/30COM.OG*16OE.OG-94*44-153.7-PLAIN
230208,2/30C*20K-94*52-156.2-PLAIN
230217,2/30C*10OE-104*52-159-OXFORD
230217,2/30C*10OE-104*52-159-OXFORD
230223,2/30CVC*2/30COM-84*76-164.1-2/2 HBT
230226,2/30C*6OE-88*36-151.6-DOBBY
230233,2/30C*20SPX-77*56-156.7-PLAIN
230244,2/30C.PC*2/30C-76*66-170.9-3/1 TWILL
230246,2/30C*2/40C-108*62-160-2/2 TWILL
230250,2/30K*2/30K-115*56-160-3/1 TWILL
230252,2/30COM*30/2R-94*46-156.7-PLAIN
230252,2/30COM*30/2R-94*46-153.4-PLAIN
230252,2/30C*30/2R-94*46-153.4-PLAIN
230252,2/30C*2/30C-94*46-153.4-PLAIN
230253,2/30C+2/30SPUN*12OE+14SLUB-79*52-162.6-PLAIN TOP BEAM
230258,2/30K*40LEA-52*52-160-2/2 HBT
230260,2/30C*14LYC-90*66-173.2-3/1 TWILL
230264,2/30K*2/30K-50*42-170.2-2/2 TWILL
230270,2/30C*2/30C-76*56-175.8-2/2 TWILL
230272,2/30C*10K.SPX(70D)-81*54-178.5-3/1 Z TWILL-
230272,"2/30C*10SPX-81*54-178.5-3/1,Z TWILL-"
230272,"2/30C*10K.SPX-81*54-178.5-3/1,Z TWILL-"
230273,2/30C*12OE-84*58-176.5-DOBBY
230275,2/30C*25LEA+10OE-56*42-155.7-PLAIN
230276,2/30COM*2/30C-94*46-153.4-PLAIN
230278,2/30C*10OE-92*58-160.5-DOBBY
230279,"2/30K*16SPX-100*68-177.8-3/1,Z TWILL"
230280,2/30COM*2/30C-94*46-156.7-PLAIN
230281,2/30C*10OE-90*56-164.5-DOBBY
240104,2/40COM.OG*2/40COM.OG-100*58-156.7- PLAIN
240113,2/40KWC*2/40KWC-126*72-154.9-2/1 TWILL
240113,2/40C*2/40C-126*72-154.9-2/1 TWILL
240113,"2/40COM*2/40COM-126*72-155-2/1,Z TWILL"
240113,"2/40C*2/40C-126*72-155-2/1,Z TWILL"
240114,2/40C*20K-95*70-160- PLAIN
240150,2/40C*2/40C-142*72-154.9-2/2 TWILL
240153,2/40KWC*2/20OE-112*60-158.8-3/1 TWILL
240153,2/40K*2/20K-110*60-158.8-3/1 TWILL
240153,2/40C*2/20K-110*60-158.8-3/1 TWILL
240153,2/40COM*2/20OE-110*60-158.8-3/1 Z TWILL
240153,2/40COM*2/20OE-110*60-158.8-3/1 Z TWILL
240153,2/40COM*2/20OE-110*60-158.3-3/1 Z TWILL
240153,2/40COM*2/20K-110*60-158.8-3/1 Z TWILL
240153,"2/40C*2/20OE-110*60-158.8-3/1,Z TWILL"
240153,"2/40C*2/20OE-110*60-158.8-3/1,Z TWILL"
240153,"2/40C*2/20K-110*60-158.8-3/1,Z TWILL"
240153,"2/40C*2/20K-110*60-158.8-3/1,Z TWILL"
240153,"2/40C*2/20K.COM-110*60-158.8-3/1,Z TWILL"
240164,2/40C*2/40C-108*60-160- PLAIN
240177,2/40C*20K-116*78-160-3/1 TWILL
240181,2/40C*2/30C-140*68-160-
240200,40/2R*40/2R-106*60-156.2-PLAIN
240201,2/40PC*2/40PC-140*68-160-
240203,2/40PC*10PC-115*58-163.8-3/1 TWILL
240203,2/40PC*10PC-115*58-157.5-3/1 TWILL
240203,"2/40COM.PC*10K.PC-114*58-165.8-3/1,Z TWILL"
240203,"2/40C.PC*10K.PC-114*58-165.8-3/1,Z TWILL"
240203,"2/40C.PC*10K.PC-114*58-162-3/1,Z TWILL"
240210,2/40KWC*2/40KWC-105*58-154.9-PLAIN
240210,2/40COM*2/40COM-105*58-163.5-PLAIN
240210,2/40COM*2/40COM-105*58-155-PLAIN
240210,2/40C*2/40C-105*58-155-PLAIN
240210,2/40C*2/40C-105*58-155-PLAIN
240210,2/40C*2/40C-105*58-155-PLAIN
240233,2/40C*20K-126*68-156-2/1 TWILL
240233,"2/40KWC*20K-126*68-156-2/1,Z TWILL"
240233,"2/40C*20K-126*68-156-2/1,Z TWILL"
240243,2/40PC*14PC-120*70-160-4/1 SATIN
240243,2/40COM.PC*14K.PC-119*70-161.4-4/1 Z SATIN
240243,2/40COM.PC*14K.PC-119*70-161.4-4/1 Z SATIN
240243,"2/40PC*14K.PC-120*70-160-4/1,Z SATIN"
240243,"2/40PC*14K.PC-120*70-160-4/1,Z SATIN"
240243,"2/40COM.PC*14K.PC-119*70*161-4/1,Z SATIN-$"
240259,2/40PC*10PC-110*56-160-
240281,2/40C*44LEA-110*48-162.1-OXFORD
240297,2/40C*2/40C-130*74-155.4-2/2 TWILL
240297,2/40COM*2/40COM-130*74-157.5-2/2 Z TWILL
240297,"2/40C*2/40C-130*74-157.5-2/2,Z TWIL"
240297,"2/40COM*2/40COM-130*74-157.5-2/2,Z TWILL"
240297,"2/40COM*2/40COM-130*74-157.5-2/2,Z TWILL"
240300,2/40C*10OE-128*66-160-4/1 SATIN
240322,2/40C*2/30K-119*62-158.2-3/1 TWILL
240332,2/40KWC+20SLUB*150D.PET+20SLUB-112*66--
240347,2/40C*10OE-110*56-158.8-3/1 TWILL
240353,2/40C*2/20K-119*66-157.5-3/1 TWILL
240358,40/2R*10OE-114*56-152.9-2/1 TWILL
240358,"40/2R*10OE-114*56-152.9-2/1,Z TWILL"
240358,"40/2R*10OE-114*56-152.9-2/1,Z TWILL"
240359,40/2R*2/20K-110*60-158.8-3/1 TWILL
240359,40/2R*2/20C-110*60-158.8-3/1 TWILL
240359,40/2R*2/20C-110*60-158.8-3/1 TWILL
240359,"40/2R.SIRO*2/20C-110*60-158.8-3/1,Z TWILL"
240382,2/40C*20K-124*64-161.5-DOBBY
240410,40/2R*40/2R-124*68-160-2/1 TWILL
240426,2/40C*2/40C-134*88-165.1-2/2 TWILL
240426,2/40C*2/40C-134*88-159-2/2 TWILL
240426,2/40C*2/40C-134*88-165.1-2/2 Z TWILL
240531,40/2R*10OE-96*48-163.1-PLAIN
240543,2/40C*30SPX-116*72-196.1-3/1 TWILL
240549,40/2R*300MD.PET-124*58-158.2-2/1 TWILL
240549,"40/2R.SIRO*300MD.PET-124*58-158.2-2/1,Z TWILL"
240549,"40/2R*300MD.PET-124*58-158.2-2/1,Z TWILL"
240551,2/40C*10OE-114*64-158.5-3/1 BKT
240580,2/40C*2/20OE-120*60-158.2-3/1 TWILL
240580,2/40C*2/20K-120*60-158.2-3/1 TWILL
240580,"2/40C*2/20OE-120*60-158-3/1,Z TWILL"
240588,2/40C*10OE-100*44-155.4-PLAIN
240590,2/40COM*2/40COM-132*72-157.5-3/1 TWILL
240590,2/40C*2/40C-132*72-157.5-3/1 TWILL
240590,"2/40COM*2/40COM-132*72-157.5-3/1,Z TWILL"
240590,"2/40COM*2/40COM-132*72-157.5-3/1,Z TWILL"
240590,"2/40COM*2/40COM-132*72-157.5-3/1,Z TWILL"
240590,"2/40C*2/40C-132*72-157.5-3/1,Z TWILL"
240593,2/40PC*20PC-126*68-160.5-3/1 TWILL
240593,"2/40COM.PC*20C.PC-126*68-160.5-3/1,Z TWILL"
240593,"2/40C.PC*20C.PC-126*68-160.5-3/1,Z TWILL"
240593,"2/40C.PC*20C.PC -126*68-160.5-3/1,Z TWILL"
240598,2/40C*2/30C-124*84-160-DOBBY
240614,"2/40C*10OE-104*60-161.3-3/1,Z TWILL"
240625,2/40C.PC*14K.PC-116*58-157-3/1 TWILL
240625,"2/40COM.PC*14K.PC-114*58-156.5-3/1,Z TWILL"
240625,"2/40C.PC*14K.PC-114*58-156.5-3/1,Z TWILL"
240647,2/40C*2/24K-120*58-160-3/1 TWILL
240649,2/40COM*2/40COM-116*80-158.2-2/2 MATT
240653,2/40C*25LEA-102*42-162.1-1/1+OXFORD
240675,40/2R*40/2R-132*72-160-2/2 TWILL
240675,40/2R*40/2R-132*72-160-2/2 TWILL
240675,2/40COM*2/40COM-132*72-160-2/2 TWILL
240675,2/40C*2/40C-132*72-160-2/2 TWILL
240691,40/2R*2/20OE-112*66-163.3-3/1 TWILL
240694,40/2R*40/2R-132*76-158-2/2 TWILL
240694,40/2R*40/2R-132*76-158-2/2 TWILL
240694,40/2R*40/2R-132*76-158-2/2 TWILL
240694,2/40COM*2/40COM-132*76-160-2/2 TWILL
240694,2/40COM*2/40COM-132*76-156.2-2/2 Z TWILL
240694,"40/2R.SIRO*40/2R.SIRO-130*76-158.3-2/2,Z TWILL"
240694,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL"
240694,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL"
240694,"40/2R.ELITE*40/2R.ELITE-130*76-158.3-2/2,Z TWILL"
240694,"40/2R.ELI*40/2R.ELI-130*76-158.3-2/2,Z TWILL"
240694,"40/2R*40/2R-132*76-160-2/2,Z TWILL"
240694,"2/40COM*2/40COM-132*76-156.2-2/2,Z TWILL"
240694,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILLZ"
240695,2/40C*30SPX-102*100-162.6-DOBBY
240698,2/40PC*14PC-112*64-156.7-3/1 TWILL
240699,2/40COM.OG*111D.NYL-100*80-157.5-2/1 TWILL
240699,2/40C*111D.NYL-100*80-160.8-2/1 TWILL
240699,2/40C*111D.NYL-100*80-157.5-2/1 TWILL
240705,2/40C*2/24C-120*58-164.3-3/1 TWILL
240706,2/40C*2/40C-132*84-160-2/2 HBT
240708,2/40C*2/40C-124*74-160-DOBBY
240714,2/40C*2/40C-132*76-155.4-DOBBY
240721,2/40C*20LYC-108*68-180.3-2/1 TWILL
240734,2/40PC*2/40PC-136*68-160-2/2 TWILL
240734,"2/40PC*2/40PC-136*68-162.5-2/2,Z TWILL"
240734,"2/40PC*2/40PC-136*68-162.5-2/2,Z TWILL"
240734,"2/40COM.PC*2/40COM.PC-136*68-162.5-2/2,Z TWILL"
240738,2/40COM*20COM-132*78-160-DOBBY
240738,2/40COM*20COM-132*78-160-DOBBY
240740,2/40PC*14PC-120*74-160-4/1 SATIN
240745,2/40C*20K+10OE-100*70-160-DOBBY
240747,2/40C*20C-132*76-160-2/2 TWILL
240747,2/40C*20C-132*76-154.9-2/2 TWILL
240747,40/2R*20C-132*76-154.9-2/2 Z TWILL
240747,40/2R*20C-131*76-161.3-2/2 Z TWILL
240747,40/2E*20OE-132*76-160-2/2 Z TWILL
240747,40/2E*20K-132*76-160-2/2 Z TWILL
240747,2/40C*20C-132*76-154.9-2/2 Z TWILL
240748,40/2R*150MD.PET-124*58-158.2-2/1 TWILL
240750,2/40PC*14OE.PC-120*70-160-4/1 SATIN
240750,"2/40PC.VORTEX*14OE.PC-119*70-160-4/1,Z SATIN"
240750,"2/40COM.PC*14OE.PC-119*70-161.26-4/1,Z SATIN"
240750,"2/40C.PC*14OE.PC-119*70-161.26-4/1,Z SATIN"
240750,"2/40C.PC*14OE.PC-119*70-161.26-4/1,Z SATIN"
240751,2/40PC*14OE.PC-112*64-156.7-3/1 TWILL
240753,40/2R*20C-126*80*159.9-3/1 Z TWILL
240753,"40/2R*20C-126*80*159.4-3/1,Z TWILL"
240753,"40/2R*20C-126*80*159.4-3/1,Z TWILL"
240754,40/2R*300MD.PET-124*58-160-HBT
240760,40/2R*150MD.PET-124*72-155.7-2/1 TWILL
240764,2/40C*10OE-110*56-163.3-2/1 TWILL
240766,2/40C*16K-124*64-156-3/1 TWILL
240768,2/40C*10OE-110*56-163.3-2/1 TWILL
240770,"2/40COM*10OE-120*56-152.4-3/1,Z TWILL"
240770,"2/40C*10OE-120*56-152.4-3/1,Z TWILL"
240770,"2/40C*10OE-118*56-156-3/1,Z TWILL"
240773,2/40C*2/40C-132*76-157.5-2/2 TWILL
240781,2/40C*2/40C-124*72-151.1-OTTOMAN
240791,40/2R*300MD.PET-128*58-162.4-DOBBY
240792,2/40C*14OE-112*66-172.7-3/1 BKT
240795,40/2R*12OE-112*66-157-3/1 HBT
240801,2/40CV*2/40CV-58*52-167.6-2/2 TWILL
240804,2/40C*20K-128*68-160-DOBBY
240811,40/2R*300MD.PET-128*60-160-DOBBY
240811,40/2R*300MD.PET-128*60-160-DOBBY
240812,40/2R*300MD.PET-124*60-161.3-DOBBY
240812,40/2R*300MD.PET-124*60-161.3-DOBBY
240813,40/2R*300MD.PET-120*60-161.3-DOBBY
240813,40/2R*300MD.PET-120*60-161.3-DOBBY
240816,40/2R*300MD.PET-128*60-162.4-DOBBY
240816,40/2R*300MD.PET-128*60-160-DOBBY
240822,2/40CVC*20CVC-132*68-160-3/1 HBT
240837,2/40COM*20SPX-92*76-170.2-4/1 SATIN
240837,2/40C*20SPX-92*76-170.2-4/1 SATIN
240837,2/40C*20SPX-88*76-210.8-4/1 SATIN
240837,2/40COM*20K.SPX(70D)-88*76-210.8-4/1 Z SATIN
240837,2/40C*20K.SPX-94*76-200.2-4/1 Z SATIN
240837,2/40C*20K.SPX-94*76-200.2-4/1 Z SATIN
240837,2/40C*20K.SPX-88*76-210.8-4/1 Z SATIN
240837,2/40C*20K.SPX(70D)-94*76-200.2-4/1 Z SATIN
240840,2/40C*20K-108*72-154.9-RIBSTOP
240848,2/40COM*2/30C-132*58-161.3-3/1 TWILL
240848,2/40COM*2/30C-132*58-161.3-3/1 TWILL
240850,2/40C*30COM-128*88-162.4-DOBBY
240850,2/40C*30COM-128*88-159.8-DOBBY
240856,2/40C+16CVC*2/40C+20CVC-100*58-156-PLAIN
240862,2/40K*2/20K-120*56-160-3/1 TWILL
240862,2/40COM*2/20K-120*56-160-3/1 TWILL
240862,2/40C*2/20K-120*56-160-3/1 TWILL
240862,2/40C*2/20K-120*56-160-3/1 Z TWILL
240870,2/40COM*2/40COM-134*74-168.9-4/1 SATIN
240870,2/40C*2/40C-134*74-168.9-4/1 SATIN
240873,2/40C*20K-112*52-158.2- PLAIN
240874,40/2R.SPX*40/2R.SPX-84*58-176.5-2/1 TWILL
240874,"40/2R.SPX*40/2R.SPX-84*58-176.5-2/1,Z TWILL"
240881,2/40PC*14OE-120*70-146.8-4/1 SATIN
240883,2/40COM*2/40COM-134*78-168.9-4/1 SATIN
240888,2/40COM*20K-112*52-146.6- PLAIN
240888,2/40COM*20K-112*52-159.2-PLAIN
240888,2/40COM*20K-112*52-149.9-PLAIN
240888,2/40C*20K-112*52-149.9-PLAIN
240903,2/40C*40COM-112*60-160-2/1 TWILL
240906,2/40C*2/40C-94*56-160- PLAIN
240908,2/40C*20C-124*56-161.3-DOBBY
240912,2/40C*20K-140*68-160-DOBBY
240912,2/40C*20C-140*68-162.6-DOBBY
240912,2/40C*20C-140*68-160-DOBBY
240918,2/40COM*3/50C-112*106-164.1-4/4 HBT
240929,2/40COM*16SPX-100*66-177.8-3/1 TWILL
240929,2/40C*16SPX-100*66-177.8-3/1 TWILL
240929,2/40COM.OG*16K.OG.SPX(70D)-100*66-178.21-3/1 Z TWILL
240929,2/40COM*16K.SPX(70D)-100*66-178-3/1 Z TWILL
240929,2/40C*16K.SPX(70D)-100*66-178-3/1 Z TWILL
240929,"2/40COM*16K.SPX-100*66-177.8-3/1,Z TWILL"
240929,"2/40COM*16K.SPX(70D)-100*66-177.8-3/1,Z TWILL"
240929,"2/40C*16K.SPX-100*66-177.8-3/1,Z TWILL"
240937,2/40C*20C+10OE-108*64-157.5-RIBSTOP
240940,40/2R*300MD.PET-124*58-161.3-DOBBY
240941,40/2R*300MD.PET-124*56-161.3-DOBBY
240943,2/40C*16SPX-110*60-161-3/1 TWILL
240943,2/40C*16SPX-110*60-161-3/1 TWILL
240950,2/40C*150MD.PET-116*64-157.5-3/1 TWILL
240957,40/2R*300MD.PET-124*56-161.3-DOBBY
240963,2/40C*2/24C-120*58-160-3/1 TWILL
240963,2/40C*2/24C-120*58-160-3/1 TWILL
240968,2/40COM*40/2R-132*72-160-2/2 TWILL
240969,2/40COM*40/2R-132*72-157.5-3/1 TWILL
240971,2/40C+20C*2/40C+20C+12OE-98*72-167.6-DOBBY TOP BEAM
240984,40/2R*40/2R-130*68-162.5-3/1 Z TWILL
240988,2/40C*30SPX-102*100-152.9-DOBBY
240991,2/40C*20OE+10OE-108*64-157.5-RIBSTOP
240991,2/40C*20OE+10OE-108*64-157.5-RIBSTOP
240992,2/40C.PC*14OE.PC-116*58-153.9-3/1 TWILL
240994,2/40C*20SPX-110*66-163.3-3/1 TWILL
240994,"2/40C*20K.SPX-107*66-168.3-3/1,Z TWILL"
240996,2/40COM*16OE-116*72-162.5-DOBBY
240996,2/40COM*16OE-116*72-162.5-DOBBY
240996,2/40C*16OE-116*72-162.5-DOBBY
240996,2/40C*16OE-116*72-162.5-DOBBY
240997,2/40C*20C-128*84-162.6-DOBBY
240997,2/40C*20C-128*84-162.6-DOBBY
240998,2/40C*2/20K-116*56-160-3/1 TWILL
250114,2/50COM*2/50COM-114*64-160-PLAIN
250164,2/50CM*2/50CM-144*82-161.3-2/2 HBT
250182,2/50C*2/40C-128*88-163.3-2/2 TWILL
250198,2/50CM*2/50CM-144*82-161.3-DOBBY
250198,2/50CM*2/50CM-144*82-161.3-DOBBY
250226,"50/2R*2/50C-136*76-160-3/1,Z TWILL"
250228,50/2R*2/30C-140*68-160-3/1 TWILL
250229,2/50C*150D.PET-140*76-160-DOBBY
250230,2/50C*150D.PET-140*76-160-DOBBY
250239,"50/2R*2/40C-148*72-160.8-3/1,S TWILL"
250252,2/50PC*2/50PC-148*76-161.8-4/1 SATIN
250252,"2/50PC*2/50PC-148*76-161.8-4/1,Z SATIN"
250252,"2/50C.PC*2/50C.PC-148*76-161.8-4/1,Z SATIN"
250253,2/50C*40SPX-110*70-160.8-2/2 TWILL
250254,2/50PV*2/50PV-108*78-160-DOBBY
250257,2/50C*24C-140*84-160-DOBBY
250279,2/50CM*2/50CM-144*82-160.5-DOBBY
250285,50/2R*150MD.PET-132*86-160-DOBBY
250286,50/2R*150MD.PET-132*86-160-DOBBY
250292,2/50C*2/50C-148*72-160-3/1 TWILL
250292,2/50C*2/50C-148*72-160-3/1 Z TWILL
250297,2/50COM*2/50COM-136*76-156.6-2/1 Z TWILL
250297,"2/50COM*2/50COM-136*76-156.7-2/1,Z TWILL"
250297,"2/50COM*2/50COM-136*76-156.7-2/1,Z TWILL"
250297,"2/50COM*2/50COM-136*76-155-2/1,Z TWILL"
250297,"2/50COM*2/50C-136*76-155-2/1,Z TWILL"
250297,"2/50C*2/50C-136*76-155-2/1,Z TWILL"
250308,2/50C*150MD.PET-140*76-165.1-DOBBY
250313,2/50COM*2/50COM-140*70-170.2-DOBBY
250325,2/50COM*150MD.PET-148*88-160.8-3/1 TWILL
250325,2/50COM*150MD.PET-148*88-157-3/1 TWILL
250328,2/50C*30C-80*70-163.1-PLAIN
250336,2/50C*40SPX-130*86-181.9-2/2 TWILL
250340,2/50C*20C-128*82-158.8-3/1 HBT
250414,2/50CM*2/50CM-144*82-161.3-DOBBY
250422,2/50C*2/30K-140*68-160.5-DOBBY TOP BEAM
250423,2/50C*2/30K-140*68-162.6-DOBBY
250423,2/50C*2/30K-140*68-160.5-DOBBY
250424,2/50C*2/30K-139*68-165.1-DOBBY
250426,2/50C*16K-68*58-160-DOBBY TOP BEAM
250427,2/50C*16K-76*60-163.8-PLAIN
250429,2/50COM*2/30COM-136*68-162.6-DOBBY
250430,2/50COM*2/30COM-140*64-160-DOBBY
250436,50/2R*30SPX-118*96-176-3/1 TWILL
250439,50/2R*30C-132*70-161.3-DOBBY
250440,2/50TEN*2/50TEN-144*82-160.5-2/2 HBT
250441,2/50CM*2/50CM-144*82-160.5-DOBBY TOP BEAM
250459,2/50COM*2/30COM-140*64-163.1-DOBBY
250460,2/50COM*24K-128*76-160-DOBBY
250460,2/50COM*24C-128*76-162.3-DOBBY
250460,2/50COM*24C-128*76-162.3-DOBBY
250460,2/50COM*24C-128*76-162.3-DOBBY
250461,2/50COM*2/50COM-136*88-162.5-3/1 BKT
250465,2/50CM*2/50CM-144*82-161.3-DOBBY
250467,2/50CM*2/50CM-144*82-161.3-DOBBY
250468,2/50COM*2/30COM-148*68-160.8-DOBBY
250469,2/50CM*2/50CM-144*82-161.3-DOBBY
250471,2/50COM*2/50COM-132*76-162.6-2/2 HBT
250477,2/50CM*2/50CM-144*82-161.3-DOBBY
250478,2/50CM*2/50CM-144*82-161.3-DOBBY
250479,2/50CM*2/50CM-144*82-166.4-DOBBY
250484,2/50COM*2/50HT-132*76-165.1-DOBBY
250486,2/50C*2/50C-144*68-163.3-3/1 TWILL
250486,"2/50COM*2/50COM-144*68-163.3-3/1,Z TWILL"
250486,"2/50COM*2/50COM-144*68-163.3-3/1,Z TWILL"
250486,"2/50COM*2/50COM-142*68-165-3/1,Z TWILL"
250486,"2/50C*2/50C-144*68-163.3-3/1,Z TWILL"
250486,"2/50COM*2/50COM-142*68*165-3/1,Z TWILL"
250488,2/50C*2/30C-144*64-160.5-3/1 Z TWILL
250488,2/50C*2/30C-144*64-158-3/1 Z TWILL
250489,2/50COM*2/50COM-140*68-162.6-DOBBY
250493,2/50COM*2/50COM-144*82-163.1-DOBBY
250495,2/50COM*2/50COM-148*80-163.1-DOBBY
250495,2/50COM*2/50COM-148*80-163.1-DOBBY
250496,2/50COM*2/50COM-149*78-160-4/1 Z SATIN
250496,2/50C*2/50C-149*78-160-4/1 Z SATIN
250499,2/50COM*30COM-140*76-163.1-DOBBY
250499,2/50C*30COM-140*76-163.1-DOBBY
250499,2/50C*30COM-140*76-163.1-DOBBY
250502,"2/50COM*2/20C-118*52-162-3/1,Z TWILL"
250502,"2/50C*2/20OE-118*52-162.1-3/1,Z TWILL"
250502,"2/50C*2/20C-118*52-162-3/1,Z TWILL"
250508,2/50COM*2/50C-132*84-162.6-2/1 TWILL
250509,2/50COM*150MD.PET-132*86-162.6-2/1 TWILL
250514,2/50COM*150D.PET-148*92-163.1-DOBBY
